feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,label
3.78932,0.589655,21.0097,0.199261,0.00815956,0.148284,1.17429,0.879456,3.50763,0.175427,4.39869,413.301,0.883527,0.597348,3.31396,578.11,0.220795,56.631,0.210464,1.29679,0.0782157,0.306364,53.2316,3.31143,0.479038,0.492518,27.6553,1.59248,0.23814,0.001217,8.54015,1.16531,0.678645,444.069,0.0618747,0.319983,2.53739,-3.93192,0.955235,0.0614423,233.803,28.5902,1.31545,4.95036,0.00164339,0.207248,0.444707,1.20226,0.0909905,0.258717,1
3.53838,0.930063,10.2395,0.374555,-0.00188679,0.12467,0.876036,0.713586,3.73584,0.260549,4.46752,232.366,0.787692,0.144937,3.10211,2228.62,0.205949,34.8567,0.233588,0.878423,0.367109,0.316444,225.508,3.98348,0.483638,-2.38447,122.689,1.49896,0.215228,-1.25432,8.17001,1.41849,2.56752,175.572,0.0867102,0.326389,0.157277,-1.16541,1.1872,0.0682613,113.374,9.6026,-0.0563693,8.15747,0.00243309,0.15548,0.35287,1.90685,-0.0269424,0.269844,1
3.97336,0.507094,64.715,0.277578,0.0117801,0.229326,1.49044,0.886439,3.36424,0.198083,4.58751,0.00970459,0.859535,0.208146,2.61688,1768.99,1.38126,28.8971,0.312274,0.91402,0.973293,0.360731,16.5264,6.51837,0.4525,0.844011,24.5899,1.15373,0.0907011,1.53133,13.3272,1.33269,1.70296,451.884,0.0878044,0.215487,1.03103,-2.06616,1.19654,0.097358,125.197,-8.63727,-0.358338,5.00001,0.00455927,0.171627,-1.00241,1.45015,0.0158979,0.250416,1
3.89479,0.790382,90.856,0.266481,0.0132789,0.393708,0.687168,0.849396,3.52369,0.124885,4.48972,99.8279,0.77257,0.339985,2.83265,1214.85,0.760977,27.3087,0.292343,1.43774,-0.0474303,0.39428,49.4171,3.42885,0.389733,0.482514,66.5898,1.69705,0.21138,-0.291721,6.18547,1.26705,0.442351,329.478,0.156534,0.375844,-0.455971,-2.38081,1.14792,0.0797284,166.741,61.0232,1.97484,3.72189,0.0165017,0.276602,-0.279408,0.901498,0.158589,0.235908,0
4.06844,1.27691,44.5039,0.234878,0.0411711,0.0131093,1.16213,0.882061,3.53747,0.209449,4.17838,357.976,0.355737,0.019992,3.2833,771.127,1.90836,32.3045,0.257194,0.940714,0.631398,0.321613,48.5264,4.66167,0.479676,0.20616,118.958,1.21497,0.144432,0.196118,5.88447,1.70206,0.476346,383.617,0.0904499,0.319424,1.03737,-1.22689,1.23617,0.0472003,155.522,6.84394,0.572996,4.63563,0.00430416,0.145286,-0.336812,1.8327,0.435973,0.192566,1
4.77253,0.214737,293.728,0.289164,0.0391677,0.197301,1.23188,0.799299,3.0525,0.16457,4.1097,149.936,0.883333,0.0279622,2.83741,625.05,0.713039,7.38403,0.291486,0.629161,0.430523,0.30683,77.8265,3.7212,0.480726,-0.413172,253.932,1.46036,0.223894,-1.76596,6.9173,1.45307,0.449491,364.391,0.0676624,0.336117,0.546462,-3.33223,1.17863,0.0412875,183.686,-35.7229,0.13609,6.5032,0.102867,0.284852,0.0725344,2.90981,0.390475,0.197845,1
4.19343,0.552552,24.7509,0.249711,0.0464427,0.126227,0.840049,0.818203,3.35915,0.397543,4.54641,31.6573,0.84962,0.617982,1.28841,3105.79,0.739664,28.1972,0.250497,0.971682,0.543388,0.386076,68.8113,1.39387,0.472368,0.190919,159.041,1.80547,0.1647,0.340143,5.4362,1.70171,0.547335,285.297,0.135739,0.267467,-0.831485,-3.0192,1.44659,0.0892987,113.6,21.455,-0.264788,12.7819,0.0277136,0.118467,0.39631,4.22975,0.150454,0.204906,1
4.26617,0.937675,119.587,0.25095,0.0165165,0.270773,1.16015,0.82112,3.34126,0.123893,4.28423,87.6137,0.538788,0.0925647,3.33199,2575.43,1.38199,20.1828,0.220846,0.938863,0.225803,0.307463,25.6038,3.12038,0.472848,-0.659479,95.2782,1.39547,0.146996,-0.43034,5.19541,0.458792,0.831586,461.507,0.0853241,0.206717,3.06944,-3.70148,1.61833,0.0820276,190.288,-50.8526,0.143525,7.37021,0.0505415,0.269938,-0.0991637,3.90414,1.76734,0.17759,1
5.81208,0.748374,83.4544,0.344274,0.0245902,0.425673,0.811834,0.711622,3.2983,0.173497,4.2917,64.3006,0.987745,0.809525,2.89958,1643.96,1.03333,7.49365,0.308099,1.04569,0.383228,0.355603,31.84,4.554,0.482659,0.180182,6.54414,2.10895,0.144822,0.37821,5.94026,1.34475,1.22127,315.139,0.0999708,0.244301,-0.374407,-3.1875,2.02942,0.071085,129.184,-33.648,1.00367,4.22904,0.0133588,0.136492,-0.191566,1.27458,0.657645,0.24486,1
2.87307,0.171589,108.409,0.247867,0.0078329,0.466455,1.44103,0.898781,3.60883,0.162556,4.17498,16.0352,0.829808,0.485957,2.01022,2168.18,0.249478,7.93539,0.220945,0.761522,1.53206,0.319338,304.481,2.10892,0.473951,0.811278,61.5441,1.09094,0.124387,-0.813641,4.2566,0.797934,0.792278,403.738,0.15543,0.386851,-0.128895,-2.9508,1.04707,0.091248,159.149,-57.0284,1.61891,8.27177,0.00814664,0.131537,-0.386162,2.2833,0.213955,0.226334,1
5.6999,0.827736,27.4119,0.245332,0.0274566,0.219028,0.789011,0.882853,3.21191,0.220296,4.17277,293.148,0.671347,0.325136,1.96219,426.096,1.79915,3.8969,0.288952,0.989678,-0.136593,0.321429,64.702,4.03973,0.408693,-0.306607,11.1517,1.51849,0.287302,0.0611008,4.18628,0.727365,0.416374,407.261,0.0821463,0.281327,0.0179432,-4.42353,1.26633,0.0695413,106.507,11.087,-0.367034,4.28712,0.0102652,0.126507,0.306858,1.09588,-0.154607,0.200465,1
5.06499,0.404712,77.257,0.257461,0.0157205,0.405665,0.75746,0.760713,3.72299,0.211077,4.35724,134.658,0.651817,0.0869688,1.54417,2258.41,0.653991,83.5155,0.252677,1.32259,0.905708,0.318261,44.0542,5.11781,0.488501,0.0484069,7.76029,1.30305,0.337211,-0.421584,7.95282,1.35246,2.08944,459.599,0.129352,0.377882,-0.428366,-2.59482,1.33589,0.0720218,152.63,-2.33675,0.101024,2.63187,0.00322061,0.243893,0.168368,8.4648,2.43603,0.238841,1
3.33126,0.537531,0.04378,0.24266,0.032666,0.127696,0.641241,0.773806,3.48578,0.219096,4.23776,235.932,-0.879094,0.219565,2.83085,829.56,1.0338,5.7391,0.271304,1.16141,0.622876,0.440737,95.639,4.15317,0.458039,-0.345373,7.33635,1.07313,0.162581,-0.791203,7.23191,1.42158,0.316235,211.778,0.111688,0.254305,0.758528,-3.78257,0.989245,0.0761573,155.647,-0.827399,-0.607349,1.62853,0.00224215,0.19871,-0.00858208,0.701848,0.115054,0.151659,0
3.16341,0.964615,159.033,0.281762,0.0271605,0.18493,1.7673,0.867038,3.46569,0.279142,4.58751,268.883,0.421024,0.279176,1.61159,678.988,0.830204,75.0162,0.245308,0.619134,-1.39047,0.304833,260.432,1.79091,0.480735,0.768295,152.268,1.44205,0.304616,0.154927,7.14199,0.785486,0.679498,108.655,0.0908212,0.251958,-0.0351094,-2.8997,1.09451,0.0697561,120.153,7.50063,1.80939,2.1784,0.00264085,0.231196,0.182923,3.23358,0.0553873,0.146585,1
4.87863,0.344797,1.17682,0.216315,0.0261194,0.173422,0.949338,0.912515,3.17822,0.194063,4.33204,-0.789429,0.971215,0.322995,1.68981,815.46,0.282746,54.3239,0.262484,1.70815,1.51233,0.347541,25.7778,5.34544,0.323694,-2.97319,312.184,1.84275,0.08875,-0.198151,7.45482,1.66744,0.843313,426.422,0.113253,0.280659,-0.119668,-4.37018,1.25464,0.143328,121.258,-4.13058,1.43996,3.48198,0.00220264,0.147116,0.428824,1.02171,0.178131,0.248573,0
5.09663,2.26795,178.035,0.359569,0.0211516,0.261906,2.69028,0.877571,3.61083,0.186635,4.25647,179.484,-0.993511,0.427284,2.61709,678.633,0.22134,3.0065,0.265252,0.255388,0.035499,0.400474,12.8393,3.8765,0.477418,0.209072,231.005,1.20222,0.134446,0.234718,6.26214,1.87864,2.42377,435.52,0.0945863,0.312054,-0.12928,-2.67669,1.62361,0.137983,126.795,-18.8788,0.595374,3.23683,0.0468432,0.208796,0.341508,1.20378,3.08745,0.255868,0
5.70011,1.99044,0.0134699,0.252905,0.0274566,0.359379,0.958719,0.702409,3.06395,0.211338,4.24203,145.329,0.807987,0.325794,2.9159,596.071,0.194957,10.0842,0.274451,0.11974,0.572906,0.299731,36.1531,3.43884,0.47783,-0.244112,22.0929,1.5203,0.166264,-0.234129,5.00627,1.49861,0.578448,362.076,0.113797,0.317432,0.613097,-3.79975,0.911404,0.166906,203.561,-35.6133,0.176243,4.04542,0.106987,0.253445,-1.74508,1.41637,1.20137,0.100126,1
3.79772,1.3581,63.7916,0.358762,0.00498132,0.467204,1.06848,0.67071,3.42106,0.220736,6.0033,343.424,0.822252,0.0221595,1.91848,535.949,0.169279,6.20996,0.191288,-0.0137771,0.930648,0.327569,79.071,5.51095,0.427877,1.67532,80.9288,1.16528,0.193578,-0.585625,9.20507,1.21051,1.89313,310.46,0.106643,0.347328,0.384047,-3.78198,1.66577,0.0590329,175.539,-16.9858,3.45785,16.3924,0.00784314,0.0585556,-0.233653,1.1721,0.0666198,0.227245,1
2.89082,1.77916,123.573,0.232154,0.0215176,0.112719,1.06354,0.713228,3.05424,0.192311,3.60493,-0.353577,0.817506,0.372909,2.83236,716.018,0.425617,2.16264,0.242243,0.367264,-0.175216,0.369615,225.815,4.2878,0.499334,-0.540367,17.6446,1.87923,0.104625,0.236935,4.32353,1.35819,0.289857,456.684,0.0949616,0.143336,4.52088,-4.35186,1.67359,0.0629587,147.828,-21.5748,0.892872,4.53611,0.0733333,0.234765,0.330616,1.68923,2.7294,0.301803,1
3.85362,0.944998,93.1533,0.232643,0.0118871,0.167964,1.07855,0.846669,3.45836,0.182385,4.15632,129.724,0.903403,0.136874,1.96608,2358.45,0.25727,31.9805,0.25406,0.987534,-0.877599,0.348898,50.121,3.86712,0.439415,-7.47517,1.8908,1.46411,0.362578,0.0589808,4.03686,1.39811,0.170672,250.484,0.0916278,0.414472,0.0905729,-2.65186,1.00446,0.0935214,156.836,1.86817,0.366805,6.97727,0.00161551,0.289001,0.371077,2.92344,-0.265223,0.178574,1
5.60284,2.02222,11.0251,0.26223,0.00722543,0.281872,0.82404,0.812281,3.70558,0.218097,3.92818,259.284,0.0872281,0.0147246,2.36563,473.842,0.548874,7.77537,0.203483,0.250841,0.786617,0.304302,52.9066,2.63361,0.447628,-0.0971972,82.2905,1.3764,0.136382,0.348341,7.47958,1.28592,0.692039,456.772,0.0619605,0.267847,0.00398243,-3.67183,1.41631,0.100432,138.812,-30.9389,6.45303,2.81229,0.00249377,0.101125,0.215706,0.610571,4.39976,0.222691,0
5.67378,0.73555,18.6029,0.321024,0.0363837,0.283527,1.1769,0.854999,3.65461,0.187305,4.2746,44.2599,0.330935,0.589689,7.13817,1841.15,0.947239,61.1251,0.131514,-0.142095,1.32923,0.353427,271.927,2.52577,0.45412,0.49606,111.284,1.48488,0.210323,-0.68383,9.48174,1.02965,0.861899,292.502,0.0357642,0.319622,-0.169966,-3.15836,0.61686,0.0759881,146.656,20.2524,-0.566395,5.90121,0.00978261,0.0798929,0.0824746,1.0172,0.398709,0.161671,1
2.96058,1.65514,49.9741,0.283681,0.0351044,0.222312,1.66508,0.791191,3.34189,0.168792,4.46679,220.809,0.707288,0.2239,1.93212,517.238,0.363476,15.4078,0.281172,0.916503,1.03526,0.244382,122.722,4.911,0.462132,-1.30213,8.98883,1.88589,0.105099,0.349975,4.86124,0.694008,0.433351,493.714,0.0806442,0.409627,1.29212,-2.61363,1.77222,0.0772029,165.111,-22.9863,1.25743,6.45217,0.00616197,0.195637,0.187993,3.83376,1.61886,0.200553,0
6.22874,2.17143,93.0264,0.252373,-0.00246914,0.370243,0.846327,0.590421,4.07516,0.167728,4.39423,74.4606,0.660509,0.0778668,6.9386,641.985,0.904903,25.5929,0.302676,1.88236,-1.53573,0.323857,12.7328,4.42837,0.482898,0.974773,56.9788,1.20757,0.134379,0.524887,7.05778,0.685114,0.392221,192.303,0.0771997,0.463662,0.413342,-2.08037,1.23072,0.0818338,130.225,-42.2439,-0.115275,2.1335,0.00370028,0.260309,-0.315252,2.54167,0.384123,0.212829,1
3.13586,1.1504,22.8582,0.274735,0.0445205,0.404645,1.51705,0.863103,3.42328,0.209017,4.37338,286.835,-0.512388,0.26029,2.61442,3185.39,1.21686,4.73688,0.197822,-0.00396477,-0.27309,0.327448,17.3152,4.0753,0.394548,0.201659,159.316,1.73167,0.176487,0.639516,6.27018,0.897384,0.369514,476.44,0.0588035,0.242721,3.36919,-3.18683,0.612801,0.0647548,153.499,-44.8896,0.977596,4.47767,0.0294985,0.101334,-0.518324,1.69992,-0.288164,0.209843,1
7.17115,4.1365,885.403,0.343632,0.00480769,0.124846,1.40609,0.927604,3.48916,0.208731,3.83242,43.8694,0.810376,0.364258,2.15299,574.848,0.305276,10.218,0.233708,0.929723,0.840088,0.461073,78.6742,3.56453,0.493347,0.305543,202.735,1.43114,0.185142,0.358607,9.07458,1.43188,0.950847,491.904,0.091423,0.31779,0.323125,-4.66467,0.801287,0.0561133,109.84,-36.2563,-0.669174,0.861015,0.0159705,0.168751,0.350177,0.782819,1.15241,0.1316,0
3.96775,0.238208,36.006,0.243174,0.0215385,0.384392,0.747904,0.79516,3.33342,0.168652,4.20611,181.039,-0.215679,0.592765,2.47111,1202.62,1.28852,7.11455,0.158244,1.6273,0.602866,0.266541,242.529,4.61616,0.482728,-0.193611,6.95927,1.68007,0.0974445,-0.425381,4.87203,1.44945,0.720752,429.66,0.0842682,0.385094,2.3432,-2.51734,1.60689,0.111465,195.548,26.5787,-0.469271,5.11656,0.00449944,0.29006,-0.803324,1.32617,0.906532,0.234705,1
5.66801,0.223119,98.688,0.269899,0.0095057,0.207555,1.30912,0.892393,3.55909,0.260632,4.35163,227.88,0.875988,0.537202,2.68854,729.439,0.749123,39.6139,0.264398,1.31994,2.47925,0.286861,75.2929,2.85198,0.493398,0.202376,86.6256,1.58785,0.131815,0.152662,7.16782,1.37558,0.65029,445.279,0.141229,0.284107,-0.265771,-2.5599,1.2284,0.120345,153.681,9.15368,-0.106793,8.59188,0.00576132,0.151678,0.71932,3.31578,0.595817,0.264071,1
3.98548,2.6144,91.4497,0.388372,0.0364641,0.309398,0.598541,0.76391,3.67132,0.212476,4.20691,88.2311,-0.0394915,0.436707,3.54805,1304.77,0.289982,6.47963,0.15391,0.926238,0.859859,0.396552,47.1753,5.23526,0.473325,0.439001,10.5363,1.16259,0.155499,0.130671,5.22284,0.984206,1.58493,469.298,0.0580471,0.400695,0.723208,-1.91193,0.663791,0.0653755,108.022,6.21939,2.14983,3.01113,0.0140351,0.148729,-0.201208,1.13593,0.307508,0.240399,1
4.29462,0.696602,74.7142,0.3286,0.0310663,0.168009,1.03579,0.849942,3.41551,0.141105,4.54758,107.937,0.59922,0.0557132,3.61427,697.331,0.253493,13.6376,0.305825,0.690358,0.417973,0.439678,22.176,2.43546,0.499684,0.441307,147.356,1.08359,0.173571,-0.408237,8.6968,-0.0292671,0.353905,475.572,0.128935,0.24481,1.74478,-2.51004,1.48714,0.155858,204.484,-35.1372,-0.113549,6.78317,0.0,0.198406,0.462614,1.11954,1.72003,0.226261,1
3.82578,0.550401,112.734,0.361914,0.0124294,0.391018,0.940601,0.775094,3.47585,0.159433,4.31448,321.085,0.398612,0.366476,1.8172,471.743,0.338769,31.9649,0.196319,1.40663,0.739237,0.322638,51.4586,2.27556,0.316575,0.424809,91.4748,1.89336,0.2373,0.280343,5.59602,0.815163,0.380372,382.8,0.0882332,0.413633,-0.361649,-2.31864,1.15477,0.205341,179.265,-43.2369,1.21367,4.97968,0.0382775,0.154376,0.0350531,0.920364,1.99993,0.194432,1
5.342,2.17542,362.982,0.199136,0.00415512,0.275051,1.39671,0.808764,3.71488,0.165679,4.05615,90.7803,-0.714595,0.209391,1.74131,836.467,0.339085,8.1004,0.173585,0.459688,-3.55349,0.34778,249.212,5.70015,0.407665,-0.127535,159.864,1.36806,0.145096,-0.185731,5.50336,1.51334,1.30096,374.269,0.119462,0.400603,0.604363,-2.49532,1.40155,0.107921,143.945,-48.0084,0.370131,3.65977,0.00224215,0.421045,-0.581795,0.997681,0.769774,0.165828,1
2.93292,0.791152,65.8235,0.243818,0.005,0.115744,1.31134,0.894613,3.21121,0.28074,4.24935,249.821,0.0663366,0.187847,1.68109,3077.24,0.896743,51.9577,0.331471,0.967679,0.522757,0.265442,124.801,3.56069,0.494599,0.457979,8.08113,1.23668,0.111322,0.262082,7.29531,1.24773,0.499706,270.797,0.169962,0.313143,1.84501,-3.29168,0.877395,0.121763,112.002,-29.9939,0.946904,6.4415,0.0183908,0.109974,0.188257,0.670354,-0.115692,0.256013,0
4.56227,1.7414,1144.61,0.249174,0.00536481,0.0192576,1.10789,0.905153,3.44247,0.227477,4.13582,120.229,0.9672,0.413557,2.3975,828.652,0.595512,82.6012,0.321918,1.22725,2.51029,0.342541,21.7236,4.81527,0.450301,-2.01745,94.3366,0.983937,0.219979,-0.108033,9.07018,1.4712,0.438629,112.478,0.105946,0.419746,0.378841,-3.40441,1.33708,0.0822024,109.251,-14.6234,0.506136,5.03995,0.0686406,0.192648,0.132681,1.59898,2.78007,0.290039,0
3.92146,0.648306,350.806,0.184553,0.0204678,0.156881,1.11666,0.844363,3.56156,0.22175,4.8672,-0.940674,0.89899,0.213015,2.7341,1775.77,0.307567,8.13778,0.256489,1.55803,0.981101,0.39428,90.7221,3.66112,0.419543,0.791964,23.3348,1.69084,0.143248,0.469776,9.21621,1.5042,0.304903,483.756,0.0878963,0.230323,-0.0655942,-4.49316,1.52592,0.119733,97.3554,-47.9166,0.0704945,17.7077,0.0408998,0.138929,0.344792,3.46134,0.367702,0.239576,1
