feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,label
5.93049,0.449454,141.679,0.235704,0.0339893,0.494549,1.49017,0.871746,3.22403,0.13254,4.00339,202.187,-0.710057,0.203695,2.06124,558.314,0.275163,8.63977,0.21627,0.730212,0.410858,0.299807,260.51,6.04094,0.430592,0.297203,399.597,1.65182,0.153985,-0.293349,6.04636,1.20377,0.399407,148.231,0.0789508,0.227815,-0.270902,-2.5751,0.868538,0.0766188,88.8508,-7.63052,0.918889,4.89988,0.0239234,0.101229,-0.757834,2.21601,-0.0971887,0.216606,1
4.18672,0.659351,15.7599,0.259704,-0.0013587,0.454661,1.2071,0.841429,3.36521,0.112156,4.26614,17.3242,0.981847,0.165416,2.19163,1488.85,1.57787,16.464,0.216397,0.796885,0.227781,0.407292,87.7384,5.44954,0.48768,-0.378612,147.432,1.61157,0.139227,0.102073,7.02371,1.36895,0.400079,404.434,0.150402,0.22582,0.338906,-3.07621,0.894697,0.0833933,176.975,-45.1889,-0.154822,5.43546,0.0147929,0.162832,0.625829,1.75554,-0.217215,0.160567,1
6.63945,0.332941,12.6023,0.217877,0.0168317,0.166215,1.04063,0.921646,3.3604,0.218389,4.49876,139.636,0.200238,0.780598,3.77103,1979.83,0.314186,46.3842,0.359903,0.62337,-0.743475,0.349576,320.875,3.00805,0.280249,0.699931,6.52558,1.46901,0.134776,0.14672,6.11043,1.30949,0.995324,382.187,0.134074,0.275917,1.4075,-1.14581,1.50484,0.0580432,150.501,40.2541,1.34901,2.10503,0.00161551,0.130996,0.587999,1.2282,0.383185,0.22953,1
4.336,0.123098,125.833,0.263308,0.0257271,0.48701,1.06811,0.900109,3.48163,0.183927,4.42902,173.185,0.833514,0.592223,4.35112,386.958,0.283733,7.91644,0.198439,0.695324,-0.231809,0.380091,25.3357,4.74007,0.485837,-0.0736354,77.1052,1.76186,0.182407,-1.05745,5.26439,1.41712,2.02735,247.402,0.142727,0.407334,1.23414,-5.08587,1.14513,0.175495,135.367,-34.0768,0.590046,3.02469,0.0328125,0.120739,0.318614,1.95774,-0.151876,0.384918,1
4.89809,2.77585,38.4835,0.248054,0.0136426,0.317784,0.994467,0.846702,3.15991,0.142618,4.42763,2.65521,-0.372755,0.118834,2.89541,1443.82,2.86173,8.30226,0.228243,0.142295,0.454542,0.239875,100.145,3.5058,0.467624,0.432842,10.4432,1.75118,0.123852,-0.545167,7.11172,1.10187,0.359174,401.884,0.0974699,0.26474,0.0691134,-3.90559,0.983378,0.0687932,92.5739,12.5169,1.09199,3.20672,0.0516934,0.111579,-0.04305,0.95028,-0.613596,0.261127,1
4.64575,0.239365,23.2538,0.262787,0.0408377,0.406604,1.68047,0.847941,3.43743,0.142475,4.09585,35.5095,0.911261,0.148356,2.72723,997.526,0.36876,12.5977,0.294847,-0.0517355,-2.10193,0.33274,37.3973,3.67167,0.477912,-0.690613,9.34158,1.37954,0.187402,-0.362679,11.1158,1.5694,1.37951,342.125,0.104722,0.356987,0.948003,-3.28197,1.91734,0.0820934,187.962,4.44855,-0.112994,2.36379,0.00664767,0.186015,0.269407,7.24266,3.59474,0.208662,0
3.57128,0.258415,150.952,0.292196,0.0364238,0.289068,1.11075,0.867245,3.54664,0.172224,3.99507,79.1383,-0.204043,0.19696,2.69146,1050.2,1.43928,34.5736,0.200576,-0.582675,0.395806,0.372719,129.799,2.43993,0.491391,-0.591861,22.3794,1.25409,0.148234,-0.263983,7.92266,1.46115,1.41178,346.37,0.0462635,0.172387,-0.259952,-4.12382,1.5076,0.0776646,118.892,-42.6154,0.298219,3.96002,0.017341,0.131804,-0.0844838,0.861737,0.580798,0.252357,0
5.02682,1.34159,2.54418,0.252451,0.0143014,0.353946,1.45683,0.803343,3.49631,0.290754,3.93997,-0.60376,0.991337,0.411418,2.42019,1714.71,0.316506,30.7578,0.33965,0.737735,1.57073,0.318648,47.2031,7.0314,0.470704,0.457299,9.36801,1.76726,0.117749,-0.593509,8.15551,1.0334,1.48521,424.841,0.0927944,0.342553,0.156265,-4.39002,2.07525,0.039179,152.706,-5.5249,1.30857,4.59419,0.050505,0.109363,0.247405,0.678399,1.62809,0.252206,1
3.53044,2.73275,76.3323,0.250179,0.0311245,0.0541149,1.01909,0.81927,4.06002,0.216317,3.66198,116.143,0.459406,0.0959978,2.84541,638.433,0.262748,29.7189,0.218501,0.980832,-1.09267,0.296796,35.0661,3.90865,0.47162,-1.62058,196.218,1.65526,0.128168,-1.20985,6.45865,0.817937,0.968239,409.204,0.0520243,0.28568,0.0765515,-4.63582,1.40972,0.0384577,157.339,-5.44329,-0.105271,10.7555,0.215686,0.140996,0.122588,2.7063,1.18241,0.299405,1
2.89241,1.27856,117.734,0.283717,0.0411899,0.249209,1.37111,0.768462,3.56213,0.246221,4.58634,154.908,0.827043,0.0404341,3.0871,1942.3,1.58185,28.5181,0.233261,1.50756,1.89025,0.240385,180.791,8.64933,0.496431,0.755636,209.973,1.69437,0.173196,-0.881884,5.41727,0.821904,1.05755,379.602,0.0527552,0.394864,0.385334,-3.49829,1.58317,0.215241,163.35,-16.6488,0.0247949,4.61238,0.0455487,0.326572,0.65334,0.650351,0.587078,0.331968,1
3.99095,1.00873,23.8184,0.226058,0.0124138,0.516954,1.89582,0.92169,3.87516,0.0989598,4.2604,174.117,0.979286,0.508923,2.26348,1072.06,0.624292,76.3607,0.290587,1.48077,-0.26683,0.371609,32.5537,5.49671,0.489097,0.266142,108.282,1.37522,0.118082,-0.132273,5.52891,1.41713,0.663503,255.328,0.0972808,0.317565,0.351967,-4.25481,1.23288,0.0823076,99.7655,44.3617,-0.514152,6.80405,0.0043956,0.182825,-0.485473,2.76508,0.414594,0.240367,1
4.14539,1.68464,3.50594,0.224285,-0.00909091,0.451581,0.732184,0.904628,3.15051,0.149814,4.26527,123.87,0.97297,0.22207,2.07887,728.21,0.354165,4.69013,0.36875,0.759105,-0.582714,0.338768,69.048,4.64834,0.498136,0.557872,153.333,1.22108,0.177823,0.326464,5.24456,0.494635,0.954644,185.465,0.0914512,0.300604,2.44394,-1.81073,1.64284,0.053422,137.441,21.5162,0.335955,7.75329,0.0,0.120496,-0.375666,2.25642,0.303814,0.19935,1
4.28385,3.32675,563.913,0.250616,0.0511182,0.109217,1.01167,0.894859,3.66618,0.145663,4.14782,75.3501,0.987919,0.18698,3.05012,1757.57,0.635084,8.03788,0.339602,0.889358,1.38905,0.301517,291.364,3.9865,0.413608,0.125401,3.92899,1.65479,0.1547,-1.13145,10.3449,1.13054,0.249706,285.923,0.0880776,0.203668,-0.741511,-4.57624,0.909853,0.106435,202.231,-5.48627,1.13113,3.56704,0.0576923,0.0873087,0.335739,2.64527,-0.0164013,0.234073,0
3.51909,0.497589,65.1619,0.209117,0.0240642,0.388775,1.47107,0.905415,3.0698,0.200348,3.96689,150.582,0.345042,0.314024,4.53712,323.515,0.370214,3.31484,0.312738,0.339613,0.190155,0.37471,550.277,4.53308,0.350918,0.543201,263.155,1.36399,0.139046,0.520315,6.29742,1.00226,0.614876,245.448,0.135077,0.19821,-0.186769,-3.48689,0.872297,0.0898671,113.771,-34.8812,0.366015,4.19972,0.00394477,0.133798,1.0101,5.8411,0.949778,0.231947,0
6.04459,0.241309,168.985,0.210631,0.0306859,0.134233,0.918731,0.803963,3.41392,0.140538,4.20077,191.205,0.583344,0.143213,1.80064,875.223,0.373049,14.0936,0.261618,0.832439,0.815485,0.389807,90.0114,3.21164,0.453947,0.37546,104.031,1.72187,0.108108,-0.441195,12.1728,1.08111,0.355268,394.983,0.0920779,0.200825,-0.456704,-2.21588,1.39012,0.0542717,155.432,-28.001,-0.497374,6.14031,0.0376085,0.180374,-0.722196,1.04692,0.709832,0.303405,1
4.94401,1.70847,21.5703,0.263481,0.0328767,0.19353,1.49017,0.964666,3.29854,0.254968,4.27478,260.734,0.609998,0.0912597,1.91934,855.146,0.546088,28.7313,0.293684,0.77296,0.397338,0.353933,162.838,6.27263,0.486009,0.494722,10.1058,1.14225,0.134106,0.127316,5.68054,1.78185,2.38965,364.602,0.0972467,0.277831,2.61547,-4.69054,1.1497,0.0634889,73.9697,-21.6542,0.225764,4.43249,0.0177778,0.112175,0.468581,2.60706,6.49733,0.169492,1
4.48271,0.375943,47.4065,0.255498,0.00600962,0.268823,1.1586,0.871481,3.1145,0.180899,4.41116,135.137,0.9788,0.05764,1.68323,1983.66,1.80205,16.2105,0.225266,1.58805,-1.63791,0.306911,59.8013,1.86239,0.454816,0.438802,118.868,1.83259,0.0887676,-0.704558,7.98846,0.897242,0.789209,489.004,0.0449328,0.312401,1.15081,-3.83106,0.988034,0.072492,177.846,8.09752,1.51758,11.1111,0.026506,0.431228,0.210246,0.54632,0.522166,0.225619,0
6.58268,0.211364,77.8254,0.327832,0.0195865,0.348833,1.13403,0.801606,3.2538,0.185113,4.34032,314.195,-0.0252689,0.315506,3.29874,1025.09,1.54929,95.7688,0.33652,0.978573,0.487363,0.423757,126.345,6.02552,0.488145,-0.448814,2.35483,1.42193,0.128978,-1.27421,5.57757,1.54779,0.547815,307.413,0.135739,0.331139,0.144009,-4.48542,1.43773,0.0557781,120.127,-86.0195,0.415979,5.37709,0.0193165,0.256437,0.31249,2.33201,-0.141221,0.116098,1
3.55427,1.32308,6.11495,0.370712,0.016835,0.308845,0.986952,0.910542,3.13722,0.20879,4.48339,39.4972,0.0989517,0.572105,1.51841,3116.86,0.370471,5.9152,0.356436,0.738322,0.523849,0.36272,95.1572,3.4905,0.483108,-1.48515,26.6948,1.15369,0.14337,-0.0766554,5.10556,1.61803,0.283625,300.909,0.0883499,0.243854,-0.6608,-2.97083,0.829742,0.0765223,148.581,-17.2586,1.95027,6.17976,0.00239425,0.106859,-0.0999476,3.2961,3.41943,0.205681,1
3.21106,0.163342,59.7657,0.340037,0.0134021,0.0229634,0.726043,0.881699,3.38699,0.217545,4.23249,163.55,0.921874,0.256756,2.07595,1043.86,0.378191,4.78423,0.259657,0.927019,0.403385,0.437285,59.3747,5.34013,0.46967,0.415823,108.282,1.55667,0.158795,-0.742849,6.55497,0.953799,0.768176,416.41,0.0189116,0.411433,-0.373675,-4.805,1.25616,0.106444,163.239,-37.76,-0.77149,3.88522,0.0,0.0745216,-0.00251186,3.24275,0.74961,0.180657,1
2.77223,0.361013,13.5951,0.281096,0.0221976,0.460522,1.3174,0.879407,3.47615,0.242792,4.70944,267.36,0.742944,0.468189,1.76702,826.409,0.596925,6.13702,0.289532,0.523506,-1.89823,0.375439,138.942,1.86898,0.477831,0.267942,17.8254,1.44085,0.0615081,0.352881,6.66996,1.27343,0.48556,449.916,0.0522847,0.243495,1.23144,-4.19073,1.53749,0.0886381,125.965,-166.033,-0.712541,9.49419,0.00173913,0.279547,-0.375672,2.64925,-0.00916797,0.244088,0
4.00026,0.501186,308.984,0.259352,0.0102941,0.484242,0.538737,0.790118,3.14008,0.22001,4.29349,45.6623,0.904912,0.529273,1.81174,1369.85,0.374026,5.56829,0.212919,0.863873,1.42657,0.339667,155.836,1.35319,0.483638,0.272956,23.8455,1.31993,0.142007,0.208084,5.52721,0.911359,0.372772,483.392,0.0833125,0.390513,-0.0158804,-4.19225,1.06263,0.0777648,95.3372,-22.3166,-0.135225,4.65608,0.00139665,0.206248,-1.88794,2.86154,0.426546,0.155561,1
3.03564,0.788707,127.508,0.199793,0.0151307,0.418957,1.37507,0.766715,3.9385,0.188182,4.00955,-0.459412,0.589326,0.36912,1.97691,991.919,1.27707,5.13715,0.215094,0.871838,0.637273,0.312417,100.046,3.88868,0.447777,0.344103,3.55292,1.40944,0.162431,-0.529492,6.00608,1.66289,1.17939,323.256,0.1259,0.465682,1.37258,-3.12597,1.367,0.080265,170.727,-40.0263,0.668651,3.60314,0.00910931,0.159955,0.189713,3.29995,0.449182,0.165412,0
5.11886,2.39778,64.5159,0.287581,0.0108992,0.134832,1.08821,0.907967,3.13121,0.111706,3.91185,238.955,0.95304,0.296721,2.25559,2081.24,0.876075,15.2017,0.376009,1.91063,-0.395838,0.213636,65.6624,5.09844,0.499161,-0.36436,216.79,1.38683,0.13928,0.0388849,8.78568,0.802295,0.642413,438.098,0.10019,0.311796,2.17967,-4.29382,1.14846,0.0996667,106.314,1.05699,0.101024,4.87972,0.00431499,0.322533,0.798906,2.78394,0.561524,0.196523,0
5.03873,0.28357,265.502,0.192428,0.00373599,0.404695,0.783295,0.953512,3.45069,0.20464,4.46523,80.5207,0.0479442,0.197617,2.78755,666.88,0.0636419,56.5914,0.251784,0.681842,0.203926,0.197248,291.445,4.8858,0.459447,0.337754,32.2044,1.66918,0.133245,-0.0775675,5.93024,0.89654,1.36926,188.308,0.0264581,0.401014,1.48548,-3.70525,1.23064,0.0559911,98.1165,14.0867,0.131462,2.90338,0.00179533,0.144082,-0.485778,1.98643,0.814164,0.1857,0
3.00814,1.45303,66.8035,0.248119,0.0,0.243725,1.58126,0.890483,3.15502,0.157094,4.35063,204.547,0.239355,0.347234,2.16516,912.629,0.486364,7.14286,0.312427,0.613784,0.567775,0.314185,19.9234,4.587,0.45624,0.117509,138.876,1.30848,0.0962858,-0.611605,4.91845,1.4872,1.05169,429.513,0.093656,0.315423,2.81952,-3.40715,1.38603,0.142516,86.1268,-17.4446,0.124313,5.02601,0.0169492,0.210735,-0.440143,0.85755,1.07203,0.260181,0
4.04359,3.17682,242.907,0.23822,0.0327869,0.216336,1.22877,0.911626,3.35266,0.159525,4.35886,242.106,0.0400492,0.0538939,3.97487,969.263,0.763722,45.7382,0.340399,1.44076,0.426288,0.225287,107.743,3.41196,0.471845,-0.595331,79.424,1.74732,0.19005,0.12521,5.74877,1.31025,0.444493,398.076,0.0331151,0.35263,0.994285,-5.05042,1.37724,0.0732363,144.606,-12.9023,1.03587,6.70982,0.00986547,0.118501,0.0126759,0.587714,0.140205,0.253553,0
4.75043,1.35258,209.725,0.212366,0.0552995,0.294677,1.16327,0.912417,3.22399,0.12992,4.44155,39.5904,0.535477,0.0943583,1.70191,518.511,0.724068,19.6791,0.364303,0.438636,0.705977,0.36803,18.699,3.87478,0.490957,-1.27645,45.8877,1.48087,0.245872,0.019461,5.39172,1.40719,3.35538,435.854,0.0693966,0.297068,1.37818,-3.87004,1.23896,0.0430289,157.94,-25.73,0.149536,5.84939,0.00683995,0.161856,0.316008,0.667882,1.46623,0.208992,1
4.66898,1.2023,236.278,0.254359,0.0616987,0.563542,0.903843,0.899953,3.33029,0.237348,4.84342,95.0507,0.889239,0.478537,2.77854,627.245,0.344692,12.375,0.164537,0.780556,-1.01755,0.330285,54.4017,5.86413,0.460415,0.0633362,434.895,1.65757,0.14478,0.306813,4.7357,1.15143,1.55195,480.27,0.0912148,0.26905,0.237038,-3.85389,1.28022,0.0659922,162.898,-3.92295,-0.768023,8.48221,0.0169851,0.175337,0.0764868,1.42903,0.305859,0.192395,1
3.41199,0.304386,37.7062,0.231885,0.0175719,0.0781856,1.30964,0.923524,3.63255,0.175142,4.18556,34.4904,0.678246,0.33503,2.12561,768.929,0.728782,10.2739,0.27593,0.493413,-0.13021,0.3903,222.564,4.27851,0.4593,-0.300709,28.4385,1.05241,0.147212,-0.455029,6.78497,1.21693,0.408174,422.511,0.0581667,0.225416,0.494868,-4.58852,0.918486,0.0826512,189.342,-18.3797,0.525274,3.96372,0.0115875,0.086477,0.526791,6.53499,2.77035,0.170082,1
4.18388,1.39085,109.802,0.263452,0.0166521,0.0691962,1.94066,0.915635,3.39295,0.216052,4.51493,392.804,0.841395,0.215773,4.5386,801.223,0.41957,14.4392,0.220211,0.295075,1.49758,0.268603,50.8258,4.98113,0.42515,0.877439,10.912,1.33417,0.140899,0.116784,9.63835,1.10623,0.725746,436.914,0.0575483,0.247965,-0.0538837,-4.27346,0.916198,0.0711645,119.595,-21.4841,0.270883,3.65116,0.0,0.193628,-0.126221,0.804226,0.221224,0.171885,0
4.11498,0.840169,54.2776,0.343107,0.0176471,0.149617,0.845428,0.904443,3.27473,0.161858,4.31157,229.121,0.98909,0.528328,2.3244,1537.89,0.98672,26.7344,0.114473,1.90714,-1.23833,0.270667,236.448,3.18535,0.449849,-3.35898,157.684,1.15969,0.224823,0.0197018,6.75259,1.72665,0.360317,208.427,0.0800431,0.259611,-0.734901,-3.14012,2.03113,0.0606075,100.238,57.9387,1.7767,1.98002,0.0103093,0.104648,0.0145593,0.927653,2.80961,0.253547,1
4.3555,2.8759,115.512,0.380983,0.00654664,0.166597,0.664036,0.88436,3.45468,0.178829,5.1862,157.35,0.903256,0.0751942,1.76917,509.425,0.977781,3.56256,0.318379,1.22554,1.67427,0.310496,19.9218,7.00993,0.447355,0.595002,174.369,1.5528,0.13324,-1.3894,8.84146,0.904866,0.253897,389.912,0.0936255,0.302325,0.908622,-2.08883,1.16107,0.0680329,170.213,-19.2937,0.75781,2.75156,0.00349956,0.313128,-2.264,1.93037,1.99445,0.27773,0
3.56118,1.39951,0.98969,0.216866,0.0292165,0.106468,1.16366,0.904689,3.29372,0.212039,4.48162,48.3473,0.167196,0.613367,3.63759,1670.74,0.230297,64.8874,0.29251,1.30572,0.861596,0.351852,14.1535,2.74798,0.424729,0.223631,13.0417,1.40034,0.124138,-0.353789,4.62381,1.41235,1.05918,83.6452,0.110913,0.346654,2.38473,-2.60531,0.738201,0.331365,128.487,-8.10411,0.065152,6.34769,0.00278293,0.116102,0.401185,4.6327,0.132957,0.150139,1
4.54838,0.834751,44.695,0.211847,0.00255754,0.237268,1.05634,0.819901,2.98206,0.119158,3.98836,-0.0553589,-0.38139,0.232042,2.98994,1088.78,0.261665,5.44405,0.206687,0.441641,0.117572,0.310526,55.2657,4.71045,0.455713,0.40082,367.536,1.11421,0.266119,-0.107969,9.33864,1.4914,2.26651,480.697,0.0352965,0.402458,-0.606373,-1.72201,1.80366,0.102482,108.059,-51.8756,-0.458304,4.77577,0.0,0.162288,0.276839,1.59458,0.187889,0.259357,1
3.99463,2.1286,18.3866,0.240707,0.00204708,0.164939,1.81317,0.857064,3.34487,0.246467,4.14095,367.971,0.886288,0.387746,3.11796,931.251,0.663793,3.88694,0.245128,0.38996,-0.480683,0.305603,234.044,3.70518,0.408864,-0.26076,2.49228,1.28177,0.164494,-0.47308,7.31936,1.55539,2.49726,347.171,0.0370693,0.163516,0.759709,-2.64422,1.21893,0.044177,120.278,-29.7758,1.66808,25.01,0.0403877,0.154679,0.241033,1.34563,0.745856,0.244009,0
4.172,0.825597,32.5126,0.284968,0.0191176,0.252297,1.14952,0.899429,3.33159,0.276547,3.90688,0.067749,0.882091,0.127274,2.5112,1038.98,0.584856,5.6701,0.296412,1.11729,1.013,0.334423,49.6796,3.26447,0.47877,-0.838176,147.233,1.37133,0.157304,-0.490205,6.87806,1.57225,1.39046,472.796,0.0296911,0.282435,1.93056,-2.28097,1.13259,0.0522159,143.233,-34.1825,1.6807,4.68729,0.00639659,0.106059,0.0575656,2.02183,2.20609,0.217876,1
3.76365,0.620682,135.572,0.214845,0.0145414,0.107916,1.00587,0.835641,3.25449,0.152276,4.53072,243.991,0.636498,0.947198,1.51548,1766.16,0.589562,34.06,0.37859,0.764434,-2.92179,0.324541,18.3368,5.16607,0.491919,-4.28132,163.271,1.59183,0.159557,-0.284761,9.12766,1.37627,1.18761,342.962,0.0374503,0.275996,0.347293,-4.27352,1.59362,0.0996726,130.041,-10.9483,0.784119,5.22969,0.00420168,0.143121,-1.78937,0.723029,0.0917164,0.330579,1
8.07349,1.00922,163.312,0.276291,0.0391677,0.253872,0.606546,0.881893,3.22748,0.178652,4.22663,428.019,0.258164,0.0928156,1.97823,1084.84,0.303678,23.3029,0.235085,1.9981,0.46712,0.297359,92.6202,2.73541,0.482182,0.235001,139.636,1.38683,0.231133,-1.30733,11.6142,1.22776,1.47217,436.243,0.0584981,0.238513,2.45465,-3.53273,1.22891,0.123099,169.703,-43.5886,-0.14357,2.49598,0.0415945,0.11023,0.31817,0.636017,-0.0631984,0.333557,1
4.42991,2.46036,0.613214,0.242163,0.0518784,0.138671,1.64059,0.885594,3.17886,0.140788,3.92754,137.137,0.601948,0.0635827,1.96732,1117.08,1.5178,90.8282,0.381849,0.677279,-0.0514885,0.331517,57.5862,4.18323,0.469206,0.407437,19.977,2.23388,0.144804,0.240037,10.2736,1.36395,0.754907,288.086,0.0776056,0.466181,-0.125153,-2.95885,1.30724,0.0942294,149.138,-18.9159,-0.378419,3.9978,0.00246508,0.165549,0.369366,1.69055,0.97964,0.207993,1
3.3134,0.971595,25.8648,0.237342,0.0143014,0.421665,1.13153,0.868407,3.28394,0.136997,4.53469,19.4891,0.426512,0.492169,2.16234,1840.52,0.155205,18.077,0.425718,0.644276,-0.910256,0.358601,92.9604,5.94843,0.45313,0.152771,137.808,1.24045,0.143724,-0.313254,7.12409,1.6716,1.499,228.887,0.202436,0.231493,-0.0914525,-5.99388,0.997611,0.146179,110.229,-6.04344,0.629123,7.07916,0.0205681,0.19303,-0.0211178,2.02846,-0.0534187,0.289659,0
5.9501,0.390117,11.075,0.251531,0.0377644,0.126489,1.15907,0.74521,3.56553,0.234684,4.37056,87.3815,-0.661007,0.460983,2.82334,2491.14,0.670344,8.04876,0.310843,0.744313,0.455362,0.282934,93.7476,3.48455,0.475214,0.577367,128.07,1.53747,0.204195,0.327733,8.54408,1.33849,2.82102,265.507,0.0882489,0.341113,3.39022,-2.51004,1.62546,0.0657722,119.3,-65.0978,-0.0279284,6.14175,0.0,0.154261,0.382106,4.48848,1.09661,0.209345,1
