feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,label
4.70214,0.892278,134.966,0.22682,0.0145161,0.152212,0.772447,0.925005,3.45312,0.218564,4.28,147.419,-0.500427,0.0912078,1.96194,1116.79,0.295363,51.6789,0.190959,1.41042,0.651756,0.337545,122.932,4.37401,0.386301,0.160092,54.8536,1.32313,0.125852,-0.0616563,6.1675,0.855334,0.495093,347.27,0.0486442,0.351923,0.56055,-2.85165,1.88659,0.122251,120.137,-17.1673,0.511895,4.632,0.210145,0.256827,0.0831358,1.23565,-0.0743661,0.238401,0
3.80274,0.656769,104.269,0.245302,0.0,0.0495579,1.25533,0.830878,3.54251,0.121313,4.65184,159.425,0.720454,0.250325,2.72871,518.606,0.544662,14.6802,0.231696,0.871668,-0.565983,0.359316,335.623,5.22415,0.46607,0.512887,249.612,1.61883,0.147172,-0.0114788,8.12949,1.23042,0.767144,489.037,0.128417,0.448948,1.08129,-3.08455,1.46722,0.0825632,126.395,-12.9684,0.721299,2.78257,0.0722892,0.0777209,0.503235,2.564,9.83967,0.267489,0
5.20334,0.262261,92.8115,0.270263,0.0229759,0.280865,1.20918,0.867059,3.36719,0.213115,4.37515,117.191,0.700172,0.461691,2.6607,1233.45,0.634433,9.40746,0.256903,1.13227,0.757183,0.308703,32.992,5.06528,0.476765,-0.772974,49.5036,1.17353,0.155698,0.6323,6.61534,0.838722,0.655511,221.079,0.0994011,0.344563,0.968281,-3.14964,1.21498,0.238919,119.968,2.78147,0.689545,1.74522,0.0329154,0.177542,0.502213,4.78265,0.9382,0.361431,0
4.9955,0.444371,472.529,0.252475,0.0506958,0.100992,0.896254,0.886063,3.26604,0.119839,3.96397,144.655,0.977713,0.385984,2.31695,2455.55,0.497527,6.40875,0.211783,0.809198,0.561669,0.344406,108.046,4.63302,0.483386,0.69953,23.9715,1.2216,0.201972,-0.0470837,5.92064,1.19024,1.72902,398.385,0.105524,0.306664,-0.38922,-4.12422,1.20932,0.0566896,105.715,-18.7733,-0.776202,6.06873,0.00192864,0.129631,-0.517348,2.55937,1.90563,0.195,1
4.21191,0.171571,5.54459,0.234354,0.0123596,0.289209,0.566307,0.807434,3.62209,0.217838,4.2523,393.046,0.608481,0.100414,2.3652,1046.81,0.359628,36.646,0.365729,1.16752,0.401084,0.332335,40.9955,2.71227,0.477912,0.32654,39.2033,1.38099,0.144954,-0.616744,5.77902,1.71176,0.873881,393.189,0.0566708,0.421167,0.575374,-4.68657,0.961224,0.0488078,152.803,10.2135,0.724272,3.28187,0.0017094,0.0814431,0.401021,0.887305,0.976233,0.176531,0
4.21075,0.794019,302.619,0.199429,0.0301887,0.226407,1.26305,0.888308,3.19994,0.15511,4.70708,11.3247,0.823013,0.292504,2.00433,2339.32,0.530942,30.0366,0.29773,0.873956,1.45739,0.39924,318.123,3.83828,0.463644,0.164809,4.10777,1.1616,0.158178,0.19793,7.07045,0.914621,0.886177,438.776,0.0967608,0.333838,2.54111,-4.46008,1.18342,0.0725277,173.034,38.6192,0.914916,1.94675,0.00181159,0.0690663,0.447437,0.885402,0.7911,0.124323,0
4.9388,1.52132,15.3559,0.244162,0.00163666,0.249145,1.39133,0.855337,2.87478,0.179664,3.90452,-0.37262,0.372466,0.706643,1.85761,2109.09,0.692829,24.0837,0.230926,0.287012,0.647821,0.351939,70.2211,4.01304,0.493396,0.255259,16.1418,1.78041,0.150256,0.371772,4.45069,1.31798,1.11289,263.058,0.0772364,0.320108,0.214507,-3.83556,1.21136,0.0401617,163.366,12.8634,-0.277923,4.55095,0.0147835,0.121551,-0.545999,1.38125,1.75758,0.213548,0
4.40412,1.22361,79.3905,0.177424,0.0136209,0.12682,1.70036,0.816145,3.69856,0.17924,4.19409,236.176,0.951973,0.578275,1.66397,1934.41,0.316731,19.7158,0.35489,0.712858,1.18785,0.252412,69.4106,2.5351,0.405215,0.265605,37.2986,1.8404,0.250509,-0.0559549,4.65868,1.2387,0.713416,496.12,0.03976,0.412683,1.4218,-2.99508,1.03585,0.0893842,167.397,-6.03204,0.574114,6.6423,0.0672269,0.313479,-0.100136,1.2776,2.6858,0.219879,1
4.81383,1.39406,42.2381,0.294812,0.033945,0.386321,0.727966,0.754169,3.45815,0.167548,4.23443,135.65,0.905943,0.0469151,1.63913,680.279,0.516136,168.077,0.218079,1.21289,1.1485,0.377693,58.9842,3.23903,0.490084,-0.423165,150.142,1.4722,0.132172,-0.23547,4.33396,0.802381,0.432329,437.007,0.0802983,0.280614,0.473355,-4.93986,1.09292,0.0997988,218.233,-31.0285,1.25492,7.13766,0.0094162,0.150743,0.299883,2.20064,0.0585923,0.250688,0
3.62765,1.00977,177.2,0.214615,0.0216802,0.30234,1.56746,0.923068,3.95416,0.125581,4.54459,469.086,0.847393,0.23691,2.11931,642.273,0.199157,12.24,0.244111,0.596564,0.849664,0.384713,232.609,3.3148,0.487452,-0.126834,11.5575,1.25235,0.153472,0.438417,7.64305,1.36782,1.74955,476.615,0.133404,0.368637,0.00782106,-3.57276,1.01927,0.0987855,155.614,-15.8796,0.00315313,2.88017,0.00445104,0.224916,0.469521,3.13722,0.266928,0.174222,1
6.86752,1.71471,131.497,0.276035,0.0221239,0.140869,0.958593,0.849831,3.27582,0.162477,4.417,157.757,0.970063,0.710104,2.25754,383.419,0.238841,6.1429,0.18593,0.669291,0.439238,0.260181,47.6762,3.53948,0.48049,-0.15347,81.6943,1.84854,0.230024,0.0821256,6.95691,1.05531,2.48187,422.664,0.148099,0.386484,1.1217,-1.32545,0.921416,0.0624343,149.929,-18.4755,-0.165078,1.75862,0.00506329,0.161562,0.0105134,4.41033,0.00227908,0.273137,1
2.87694,4.04884,10.7828,0.25589,0.0255682,0.133248,0.991629,0.826828,3.0864,0.18122,4.54292,-2.17615,-0.299959,0.368969,1.45709,1584.45,0.615575,12.3375,0.268204,0.889674,0.352497,0.361862,43.2447,3.26834,0.479101,-0.261216,10.4541,1.13425,0.263044,-0.319104,4.62017,1.16884,0.733679,234.579,0.165955,0.268479,2.3738,-3.63195,1.14954,0.0790048,87.2356,28.5822,0.159513,2.18778,0.0,0.159268,0.686759,3.10519,3.1224,0.228445,1
4.61446,0.389062,86.4852,0.320287,0.0134804,0.540122,0.739966,0.852997,3.16418,0.239048,4.43856,70.4087,0.587057,0.828611,1.61076,1455.33,0.163514,4.00139,0.211754,0.319926,0.814145,0.322165,90.5218,3.46986,0.489466,-3.21481,29.5301,1.5265,0.183908,-1.80314,6.66947,1.37511,0.747473,283.573,0.146489,0.324988,-0.753037,-4.70035,1.45377,0.124636,104.075,-17.9996,0.829523,10.5552,0.0752688,0.202032,0.767216,3.87657,-0.109968,0.31227,1
4.5637,0.443918,153.838,0.223992,0.010352,0.332611,1.58741,0.807533,3.19788,0.221753,4.51821,256.172,0.965221,0.188859,1.32088,638.222,0.658856,21.3885,0.274436,0.623553,-2.21707,0.295322,103.205,6.86509,0.469152,0.397233,7.29886,1.06814,0.230851,0.365921,9.24475,1.09719,2.01054,225.384,0.063169,0.368062,-0.768235,-2.20291,1.24651,0.0786503,212.201,-92.2986,-0.109321,8.73249,0.0016129,0.124095,-0.264119,0.618136,-0.0584307,0.205294,1
5.13809,1.97199,0.934686,0.233675,0.0366109,0.0713355,1.68553,0.813862,3.43956,0.152888,4.36087,-0.517212,0.76707,0.0491185,3.71172,1578.72,1.43387,20.8744,0.356209,0.873378,-0.379906,0.358083,44.1968,3.39813,0.475489,-1.54153,6.09477,1.80215,0.284894,-0.143874,4.87005,1.29481,1.82225,465.095,0.103103,0.334204,0.104003,-3.38507,1.34571,0.0673222,128.603,-12.121,0.626006,2.76538,0.0071599,0.11998,0.207698,1.56292,0.459918,0.277501,1
4.44307,0.463645,124.155,0.144623,0.00603318,0.340306,0.930981,0.873444,3.1592,0.152997,4.57465,9.25586,0.887208,0.233883,1.32158,1533.95,0.73666,10.443,0.258675,0.959612,-1.21673,0.210084,70.1987,2.06078,0.426516,-0.820963,127.149,1.32738,0.146184,-0.163189,3.95325,1.6355,0.566328,191.118,0.0192021,0.28367,0.360724,-2.94204,1.40091,0.0708661,158.801,-44.3804,0.34109,11.6545,0.0151844,0.276602,-0.407402,0.920881,0.129741,0.277992,1
3.25925,0.864584,32.2944,0.252206,0.0217391,0.0846347,1.19348,0.897502,3.76026,0.193911,4.21467,98.5362,-0.966297,0.426304,1.71648,1375.5,0.847254,27.0937,0.283852,1.28735,-0.5924,0.393519,43.8468,3.94307,0.456798,1.42388,20.4615,1.48476,0.228891,-0.496007,4.35841,1.20605,2.59567,169.556,0.0217812,0.205221,0.501631,-3.86395,1.51436,0.0605002,146.402,-5.56733,-0.411995,2.60398,0.00953516,0.236853,-0.792594,1.1825,1.97368,0.206244,1
6.66321,1.18022,2.89811,0.307726,0.0198377,0.256171,0.54374,0.729303,3.07284,0.131388,4.4325,264.43,0.960631,0.0433846,1.86667,2652.21,1.42457,22.9276,0.222333,0.504691,0.366904,0.307544,179.913,2.53918,0.448316,-0.103647,7.70272,1.27589,0.118254,0.148365,6.93385,0.931079,0.91736,472.685,0.0750034,0.228611,0.644002,-2.50069,1.20137,0.0903135,175.147,-16.1305,0.733943,3.10692,0.0899772,0.230699,0.0238918,1.54345,-0.073535,0.271652,0
3.96894,2.77069,0.66424,0.187116,0.0357634,0.198878,1.31671,0.789286,3.11306,0.173379,4.45012,138.618,0.743828,0.0689839,2.77032,3510.49,1.67848,161.979,0.342809,0.200841,0.381693,0.315305,193.306,5.36731,0.373257,0.746586,223.168,1.84202,0.168627,0.255054,7.54874,1.63719,0.440326,259.891,0.0396886,0.346972,1.00524,-3.91955,1.45227,0.205435,162.027,19.8233,-0.768394,2.78692,0.0325581,0.0930491,-0.575081,1.37936,1.82821,0.273458,1
3.77414,0.583866,102.647,0.247002,0.0501222,0.464401,1.99413,0.883408,3.4593,0.252618,4.43865,135.965,0.849326,0.180002,2.03887,2652.56,0.267535,6.35411,0.240885,1.08622,0.429811,0.306198,230.335,3.40662,0.49317,0.434799,19.1275,1.38853,0.122314,-0.613378,7.52872,0.504776,0.359326,477.16,0.0546848,0.318213,2.38706,-2.79747,1.36255,0.0861511,84.3687,-25.7781,5.25003,4.72884,0.0774336,0.294717,-0.750865,0.619459,0.490681,0.213015,1
3.09413,0.869757,336.074,0.274791,0.00943396,0.045065,1.06886,0.757396,3.44711,0.197239,4.14854,310.754,0.872777,0.483624,2.34105,3376.31,1.76668,11.8185,0.322097,1.15431,-0.373263,0.399558,100.681,6.83252,0.443124,0.182239,133.946,1.31432,0.17793,0.076133,6.84006,1.37558,1.24385,355.331,0.0737584,0.256328,0.278417,-4.3681,0.859775,0.0664505,124.085,-0.449479,11.0058,4.93771,0.0421836,0.107163,0.23698,3.7534,0.656709,0.253697,1
3.16355,0.526352,585.887,0.213086,0.0424107,0.30509,1.16084,0.895219,3.73363,0.219757,4.00505,199.908,0.507742,0.471388,1.69284,1622.45,0.176153,2.79283,0.257598,0.92579,0.602814,0.255495,35.8095,2.04912,0.495334,-0.497147,101.876,1.3527,0.18415,-0.154663,5.91839,1.04827,1.67486,389.498,0.0476189,0.316077,0.507733,-2.74976,0.867063,0.0792692,169.756,-3.67469,0.908352,5.4521,0.00320171,0.177245,-0.245836,6.23079,1.54138,0.293053,1
5.15261,0.532263,4.04726,0.378694,0.040493,0.492741,0.922321,0.793315,3.29436,0.119151,4.30706,380.229,0.953846,0.390001,2.08121,2675.93,0.487106,31.3294,0.258145,0.0926054,-6.59923,0.287469,68.5366,5.25281,0.497014,0.0794762,67.6318,1.13605,0.081539,0.16845,7.49879,0.417821,1.12907,108.898,0.117095,0.320633,-0.130487,-4.45212,1.50784,0.091368,212.166,-12.0952,-0.186078,3.88002,0.0614525,0.12167,0.232034,1.85144,2.2046,0.23141,1
5.57992,0.572107,43.1796,0.218317,-0.00186567,0.24119,1.06098,0.875213,3.23022,0.186069,4.35279,272.468,0.701436,0.26046,1.96426,800.545,0.490333,75.9498,0.198157,0.381673,1.72513,0.263666,39.3714,3.01603,0.453131,0.103038,14.7692,1.73404,0.156021,0.254147,11.1612,1.13704,1.13988,494.45,0.196719,0.213693,0.754609,-3.32918,1.3525,0.100343,123.127,26.2601,0.192014,1.70286,0.146214,0.187636,0.0435408,3.91416,0.304376,0.130479,1
2.90268,0.659351,15.0641,0.264639,0.0389381,0.381117,1.28803,0.882071,3.14451,0.231919,4.01877,181.592,0.0912618,0.0949383,1.86024,1069.56,0.870775,168.391,0.35489,1.29322,1.19966,0.302122,77.4404,2.61616,0.497223,0.169869,62.5129,1.42186,0.219873,-0.0478672,10.6705,1.85785,1.26601,161.471,0.102626,0.348831,0.406376,-3.0755,0.989184,0.0560731,168.611,-44.2805,0.355265,1.511,0.0319361,0.227785,-1.35584,2.6967,1.70414,0.21924,1
4.1237,0.999407,264.076,0.181054,0.0411899,0.130705,1.16779,0.826101,3.31861,0.176921,4.09504,106.464,-0.58879,0.559202,4.06142,3758.66,0.619791,8.57191,0.197581,1.50848,1.10533,0.302419,37.7592,5.16507,0.499084,-2.2542,5.70295,1.57579,0.187079,-0.407482,5.55357,0.806846,2.26464,476.41,0.156936,0.25761,0.885761,-3.70338,1.1473,0.145534,162.659,5.50282,-0.504963,5.74798,0.0159774,0.168248,-0.121609,2.25128,-0.357524,0.265954,1
7.33313,2.39051,252.547,0.248458,0.00942507,0.377133,1.59052,0.901099,3.09594,0.19447,4.093,173.335,0.928441,0.0974573,4.06166,1510.13,1.87715,6.94296,0.266292,1.28142,1.58218,0.370455,37.1848,3.61177,0.468799,-0.273464,17.336,1.56579,0.127535,-0.0184689,7.00928,1.1561,0.37262,399.09,0.0965981,0.347536,1.37389,-2.44383,0.972696,0.0883649,155.115,-7.46196,-0.0530546,4.46379,0.00389864,0.271875,0.144208,1.11695,-0.104488,0.225938,0
4.28494,0.964025,8.26025,0.263911,0.0144718,0.388121,0.772641,0.823565,3.45745,0.183267,4.32989,120.512,0.759878,0.222022,2.34769,810.984,1.37613,11.9306,0.294063,1.00305,0.102435,0.371841,133.085,3.42894,0.4771,0.425571,13.2605,1.45921,0.147053,-0.540836,5.42509,1.34458,0.627685,299.035,0.147985,0.399698,1.56426,-3.01632,0.941599,0.0600268,176.163,-31.4908,-0.121959,6.41791,0.00472255,0.111322,-0.256627,1.68218,-0.0956015,0.24534,0
5.05103,1.21241,52.8579,0.256503,0.0128332,0.255732,1.20836,0.836268,3.77405,0.271907,5.90845,256.861,0.993226,0.0966782,3.73479,1490.15,0.38973,2.35233,0.137318,0.360498,1.0919,0.301552,31.6375,5.07201,0.496514,0.825161,128.473,1.81025,0.142741,0.115682,4.24093,1.41106,2.32862,197.448,0.0397285,0.36122,0.609745,-0.984242,1.17129,0.068372,162.169,1.90482,1.24586,4.23095,0.0140351,0.169177,0.434368,2.45221,1.87678,0.268145,0
3.17692,0.745207,125.428,0.289174,0.0358392,0.139946,1.15312,0.863534,3.44841,0.158192,4.19419,68.5686,-0.887128,0.409112,2.83553,1285.72,0.332845,3.13512,0.459963,0.970126,-0.414535,0.335217,82.9794,2.68918,0.483949,2.69728,125.693,1.42632,0.207252,0.238904,7.28898,1.31272,0.920755,250.037,0.0882861,0.341233,-0.3374,-1.65395,1.43651,0.0872378,218.705,22.6095,1.95325,5.79489,0.0030349,0.122023,-0.0862419,4.13247,0.143908,0.250258,1
6.98462,1.31957,159.825,0.233364,0.0189798,0.462585,1.25046,0.878896,3.40225,0.169872,4.10457,187.785,0.496929,0.656877,2.69182,502.908,1.30262,10.4577,0.323475,0.916518,1.15692,0.41913,99.5708,2.92555,0.460415,0.151254,9.19396,1.46474,0.172038,-0.392111,4.78775,1.44571,1.84829,318.811,0.0520568,0.430955,0.332574,-3.26939,1.39806,0.161897,139.604,-9.12504,0.604164,5.70579,0.0421836,0.261532,-0.197216,1.47007,0.34401,0.26251,1
2.63433,1.70572,24.4965,0.222467,0.0324881,0.418411,1.05678,0.795967,3.17367,0.158593,4.04834,290.113,0.992881,0.330133,2.3383,616.59,0.545272,11.9893,0.221325,1.25997,0.414668,0.296729,180.074,2.3616,0.451478,-1.83663,166.553,1.79048,0.128052,0.413722,5.27032,1.12538,0.516513,351.553,0.0253876,0.244908,0.183014,-2.92991,0.918071,0.0958442,192.717,-31.9908,-0.622318,3.2143,0.277433,0.175235,0.321943,0.612612,0.192101,0.209775,0
2.77814,2.01749,1364.17,0.195758,0.0224618,0.403526,0.856817,0.727582,3.38418,0.26275,3.85512,270.071,0.561101,0.569895,3.07131,1811.6,0.601048,32.4972,0.229452,0.628502,-0.300677,0.276371,117.514,2.09366,0.469298,0.155271,142.06,1.63007,0.09086,-0.519193,7.56284,1.03139,1.84498,351.538,0.0624498,0.361413,2.66758,-4.34537,1.06198,0.0624339,91.7127,-28.8734,0.970234,18.1034,0.00584795,0.244179,0.800705,0.787446,1.51519,0.111007,0
2.684,1.0674,71.3844,0.240425,0.0437318,0.121919,0.967582,0.808602,3.56156,0.200845,3.50982,262.235,0.908756,0.0770797,3.1567,1137.42,0.274631,11.9546,0.25443,0.804413,0.692395,0.271111,270.562,5.07203,0.499446,0.208614,45.554,1.43981,0.151198,0.0471554,5.64213,1.18577,0.599413,287.792,0.102745,0.206826,0.318109,-3.81503,1.30532,0.0510526,102.446,17.2076,0.0333214,8.33134,0.0212766,0.126388,0.013664,3.59014,0.64655,0.210159,1
3.91118,1.22635,19.1635,0.242541,0.0188261,0.144239,1.51705,0.880281,3.20919,0.25179,4.31618,122.109,0.968414,0.204151,2.20779,3429.69,0.731479,3.42704,0.253448,-0.101869,-2.72275,0.233831,28.4973,4.51922,0.499583,0.274837,21.9796,1.24894,0.166276,-0.0993888,6.36086,0.378253,1.17554,492.17,0.0790775,0.27363,-0.547997,-2.30903,1.1995,0.100165,118.175,-11.6683,-0.408006,3.95159,0.000877193,0.233729,-1.05414,2.18297,2.43626,0.249938,1
5.25722,0.767526,1.70426,0.269999,0.00479233,0.115708,1.06531,0.943062,3.26702,0.129124,4.68725,-0.687439,0.954421,0.204058,2.47282,747.398,0.471549,7.83268,0.287154,0.987038,0.7532,0.243993,23.9643,6.07484,0.420711,0.25222,137.537,1.73007,0.143031,-0.488902,5.25214,1.36946,0.570419,446.552,0.0735214,0.371987,0.754296,-2.40396,1.14106,0.143328,162.694,8.07338,-0.399497,6.05886,0.00165837,0.132027,0.411833,1.13633,0.535358,0.218083,1
3.12043,0.714745,14.79,0.261503,0.0165803,0.11513,0.896947,0.856697,3.85466,0.149217,4.46679,262.609,0.896456,0.442642,1.80456,2563.92,0.926769,4.20311,0.250253,0.452774,-0.119167,0.231651,107.97,5.36998,0.456538,-0.131574,33.104,2.05124,0.169236,-0.974951,6.36899,1.17284,0.70244,489.677,0.0995832,0.36856,0.865946,-1.85081,1.07755,0.103817,182.526,-0.31243,0.81228,4.50276,0.0272277,0.0602357,-0.465961,1.46188,-0.190074,0.202046,1
3.8461,0.567038,73.4558,0.239059,0.0308057,0.460883,1.06246,0.884866,3.55588,0.193453,4.17178,35.0732,0.622916,0.187817,2.73333,1203.43,0.515542,12.0538,0.153723,0.494699,1.4245,0.291193,147.699,3.81997,0.475999,0.0301486,27.5482,1.70268,0.14706,-0.846143,8.80964,1.07313,0.216541,400.021,0.133834,0.238955,1.05517,-3.02396,0.957479,0.0690367,111.046,-19.8224,1.70446,4.69865,0.0147569,0.159158,0.163207,4.93072,0.0229416,0.205642,1
3.98716,0.297007,117.196,0.283454,0.0156028,0.0359766,0.911814,0.863524,3.47037,0.177635,4.19945,365.024,0.86383,0.243317,2.22458,4371.04,0.613007,4.44502,0.221973,1.54718,0.995814,0.309824,283.088,2.42797,0.477118,0.129548,171.317,1.90493,0.154469,0.309831,5.39344,0.702744,0.822238,488.524,0.0932728,0.430955,2.07511,-3.24743,1.19751,0.226157,154.23,-0.943534,1.04545,3.59974,0.00323363,0.283354,0.0156751,1.56344,2.70731,0.240196,0
5.55678,0.532345,33.2813,0.235512,0.0521662,0.49602,0.601882,0.687774,3.50905,0.131352,3.95558,473.693,0.970483,0.356114,2.41688,2419.51,1.2919,4.42977,0.312232,0.878455,1.40983,0.374497,40.1805,2.50321,0.463916,0.347055,22.154,1.53304,0.168969,-0.037582,5.40161,1.37809,1.76224,149.975,0.0781218,0.4818,1.49786,-4.66348,1.50045,0.11687,153.718,-29.5071,0.568236,1.69188,0.00313808,0.200567,0.682545,2.99841,0.265364,0.195257,0
6.06366,6.24433,34.0509,0.267119,0.0456989,0.180765,0.92957,0.793491,3.79027,0.146904,4.44075,255.328,0.992234,0.176298,2.83265,979.95,0.824297,21.4781,0.319879,0.732052,1.42119,0.275908,185.338,4.22717,0.428647,0.304969,12.5065,1.12928,0.167332,-0.195267,5.59049,0.513893,0.68222,466.24,0.0479454,0.278528,0.221988,-1.58958,0.988442,0.0964728,129.723,-10.4181,1.41512,3.19041,0.0347534,0.124675,-0.441436,2.52984,-0.0631957,0.217868,1
4.84449,0.327573,40.6158,0.347948,0.0364842,0.141201,0.783883,0.904109,3.55272,0.212913,5.14091,23.0405,0.049538,0.130456,2.03156,2761.56,2.17383,12.59,0.23676,1.25026,-0.293076,0.219844,53.6469,4.64762,0.451522,-0.20976,10.6183,1.16235,0.132641,-0.10176,8.36747,1.48068,0.623871,323.934,0.127902,0.291924,2.11884,-3.6655,0.926889,0.0763971,119.595,-6.76391,1.13471,2.9547,0.0192308,0.0834672,0.245212,0.567721,3.29423,0.253129,1
