Age,Experience,Income,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard
59.0,33.0,31.850367,2.0,1.3,0,0.0,2,0,0,0
29.0,2.4909163,82.903,1.0,4.2202845,0,0.0,2,0,0,1
48.0,23.0,81.0,3.0,0.7,0,115.10926,1,0,0,1
35.0,10.0,81.0,3.0,0.9,0,0.0,2,0,0,1
35.0,10.0,17.39008,4.0,0.7,0,0.0,1,0,0,1
48.0,23.0,31.894707,1.0,1.5,0,0.0,2,0,0,1
31.0,5.6281757,85.0,2.0,1.9,0,0.0,1,0,0,1
60.0,34.0,48.777264,2.0,2.4,0,0.0,2,0,0,0
62.0,34.18572,40.0,1.0,1.7,0,0.0,2,0,0,1
63.0,38.418484,48.044773,4.0,1.1,0,0.0,1,1,0,1
66.46763,40.0,21.111425,2.0,0.3,0,109.03572,1,0,0,1
44.0,20.0,89.88327,4.0,2.4,0,0.0,3,1,0,1
46.0,22.0,12.762475,1.0,0.2,0,0.0,3,0,0,1
37.0,13.0,138.33212,2.0,6.8677793,0,0.0,1,0,0,1
42.0,16.0,84.14058,2.0,2.5,0,0.0,3,0,0,0
61.432392,37.095352,113.79662,1.0,2.7,0,0.0,1,0,0,1
54.0,28.0,42.684696,2.0,1.7871666,0,0.0,3,0,0,1
63.885742,37.224854,155.53998,3.0,5.3417597,1,0.0,3,0,0,0
45.0,19.447283,40.0,4.0,0.2,0,0.0,1,0,0,1
30.0,4.244039,73.44486,4.0,1.8266653,0,0.0,3,0,0,1
46.0,20.0,59.0,2.0,0.4,0,0.0,2,0,0,1
55.0,29.60392,31.2931,4.0,0.5,0,0.0,3,0,0,1
27.382524,1.0945379,110.09939,4.0,3.0846915,1,0.0,2,1,0,1
63.04247,39.0,10.091404,1.0,0.0,0,0.0,2,0,0,1
29.0,4.0,133.04437,1.0,0.9503451,0,442.67822,1,0,0,0
49.0,26.0,74.29669,1.0,0.2,0,0.0,1,0,0,1
44.0,18.0,74.80445,1.0,0.3,0,125.280205,3,0,0,1
60.0,36.0,89.461525,4.0,2.0,0,0.0,3,0,0,0
32.0,5.0,85.0,3.0,2.2,0,0.0,3,0,0,1
39.0,14.0,91.37305,2.0,1.5,0,313.08853,1,1,0,1
61.0,35.46804,69.212494,1.0,2.8,0,122.100815,3,0,0,0
58.0,27.934547,128.41411,1.0,6.938839,1,0.0,3,0,0,1
61.0,37.0,80.12332,4.0,1.9,0,0.0,3,0,0,1
35.0,11.0,40.0,1.0,1.4,0,94.820724,2,0,0,1
59.0,34.0,78.41618,3.0,0.3,0,0.0,1,0,0,0
34.0,9.0,40.05357,4.0,0.6599066,0,129.09868,3,0,0,1
60.0,35.0,152.7319,2.0,4.0845966,0,406.0295,1,0,0,0
42.289536,18.0,179.7857,4.0,4.1294637,1,0.0,2,0,0,0
45.0,20.0,143.11868,1.0,3.1663923,0,0.0,1,0,0,1
46.0,21.0,64.48544,1.0,0.4,0,0.0,1,0,0,1
33.0,9.0,121.355995,3.0,4.7831306,0,132.6509,1,0,0,0
54.0,26.0,31.150019,4.0,0.4,0,111.68311,3,0,0,1
57.0,33.0,19.077394,3.6462812,0.8,0,0.0,1,0,0,1
54.0,30.0,12.908967,4.0,0.8,0,0.0,1,0,0,0
43.0,19.0,48.368702,1.0,1.1,0,0.0,1,0,0,1
61.0,35.0,75.77585,2.0,2.8,0,0.0,1,0,0,1
35.0,11.0,72.117615,2.0,2.5,0,0.0,1,0,0,0
53.0,29.269827,35.0,2.0,1.7,0,108.01614,3,0,0,0
31.053734,7.918327,102.5792,1.0,1.3,0,0.0,1,0,0,0
59.0,35.528053,80.48794,4.0,1.7,0,0.0,2,1,1,1
50.0,25.0,161.4216,1.0,2.1685464,0,301.186,1,0,0,0
43.0,18.0,64.0,3.0,0.7,0,0.0,2,0,0,1
46.0,22.0,70.60322,2.0,2.5,0,0.0,3,0,0,0
53.0,27.0,24.354256,3.0,0.96748394,0,0.0,3,0,0,1
46.0,22.0,38.201733,2.0,0.0892462,0,0.0,1,0,0,1
58.241425,34.0,34.030804,3.0,1.4,0,0.0,1,0,0,1
58.0,28.865862,18.0,3.0,1.0,0,117.41139,3,0,1,1
57.0,30.0,157.59123,1.0,1.5,0,0.0,1,0,0,0
60.992023,36.0,12.490083,2.0,0.18125466,0,0.0,2,0,0,1
53.0,26.525879,51.626926,3.0,1.0,0,223.11993,3,0,0,1
35.0,12.0,83.0,1.0,2.4701304,0,0.0,1,0,0,0
27.0,1.0,17.059309,4.0,0.2,0,0.0,3,0,0,1
60.054268,34.452168,29.362467,2.0,0.5,0,0.0,1,0,0,1
38.81197,14.504083,97.838806,3.0,3.967419,0,0.0,1,0,0,1
49.917686,24.0,31.939411,2.0,0.3,0,0.0,1,0,0,1
31.0455,7.0,91.80028,1.0,0.0,0,0.0,1,0,0,1
49.0,24.0,30.0,4.0,1.5772318,0,83.35244,1,0,1,1
36.0,9.075406,149.12027,3.0,3.2766063,1,0.0,2,0,1,0
48.0,23.0,139.83046,3.0,4.766865,0,0.0,1,0,0,1
36.0,10.911509,60.824078,1.0,2.4,0,0.0,1,0,0,0
57.0,32.0,40.0,3.0,1.8,0,197.90253,3,1,1,1
62.384163,37.872482,93.245056,1.0,3.6365268,0,0.0,1,0,0,0
35.0,8.020333,39.71354,1.0,2.4,0,100.697014,3,1,0,0
30.0,4.572455,11.020955,4.0,1.0,0,0.0,3,0,0,1
56.0,28.0,139.47723,3.0,3.6508627,1,308.64618,1,0,0,1
58.909237,34.0,11.509311,1.0,0.8,0,0.0,1,1,0,1
30.0,3.0,84.6418,1.0,1.5261093,0,164.21465,3,1,0,0
46.0,20.837954,28.0,3.0,2.0,0,0.0,3,0,0,1
36.0,11.0,38.0,1.0,2.0,0,0.0,3,0,0,1
30.0,2.0,83.0,1.0,3.8201578,0,265.20074,3,0,0,1
50.0,25.0,40.239117,4.0,0.5,0,0.0,1,0,0,1
66.11125,42.469765,185.18732,3.0,2.6,1,0.0,2,0,1,1
55.0,28.0,64.0,3.0,2.8,0,0.0,3,0,0,1
46.0,23.0,171.55788,3.0,3.73625,1,0.0,2,1,1,1
51.0,27.0,11.843679,2.0,0.3,0,0.0,1,0,0,1
30.355154,6.898461,93.45238,1.0,4.525799,0,0.0,1,0,0,0
57.0,32.2058,33.474262,3.0,1.5405273,0,117.23839,3,0,0,0
30.0,4.2108107,84.0,3.0,3.3180435,0,118.54482,2,0,0,0
31.0,7.0,68.54716,3.0,2.3691678,0,0.0,1,0,0,0
35.507072,9.0,51.0,4.0,2.2,0,0.0,2,0,0,0
58.0,31.0,70.87428,4.0,2.0,0,267.26566,1,0,0,1
34.0,7.0907726,45.0,2.0,1.1,0,0.0,2,1,0,1
53.0,28.0,8.667489,1.0,0.4,0,0.0,3,0,0,0
57.0,33.0,16.54895,1.0,0.3,0,0.0,2,0,0,1
35.0,9.094537,28.140074,3.0,1.6866766,0,0.0,1,0,0,1
26.17279,2.0,103.99634,2.0,3.7388844,0,0.0,1,1,0,1
54.0,29.0,8.090607,2.0,0.4,0,0.0,3,0,0,1
44.0,19.0,101.97897,1.0,3.0670514,0,0.0,3,0,0,0
47.0,20.0,48.56497,2.0,1.8,0,134.30475,3,0,0,1
62.0,37.387825,110.443054,1.0,1.3174435,0,0.0,2,0,0,1
65.3977,40.811245,128.05801,3.0,1.1,0,0.0,2,0,0,1
61.0,36.0,71.05079,3.0,2.446398,0,182.14613,1,0,0,1
29.327826,3.097502,21.0,1.0,0.15243469,0,108.16912,1,0,0,1
55.0,30.0,63.006565,1.0,1.9786754,0,0.0,3,0,0,1
52.0,26.0,83.94626,1.0,1.1162,0,0.0,3,0,0,1
63.0,38.310005,70.110825,2.0,2.0,0,0.0,3,0,0,0
36.0,10.0,147.32278,3.0,7.676625,1,499.16208,3,0,0,1
52.0,29.0,80.72001,2.0,2.0,0,0.0,1,0,0,1
53.0,27.212246,54.523403,1.0,0.2,0,156.0808,1,0,0,0
56.202957,32.0,89.46274,1.0,1.6777756,0,215.56932,1,0,0,1
34.918915,10.0,58.797394,1.0,1.7,0,0.0,1,0,0,1
44.0,18.0,73.682526,3.0,1.1,0,0.0,3,0,0,1
41.0,17.0,133.44144,4.0,2.4095294,1,0.0,3,0,0,0
38.552933,14.0,162.68224,3.0,4.5730724,1,0.0,3,0,0,1
35.903122,10.0,130.96959,4.0,4.5733876,1,0.0,2,0,0,0
55.0,29.791714,42.96785,4.0,1.3,0,0.0,2,0,0,0
27.0,1.0,85.243706,3.0,1.609488,0,0.0,2,0,0,0
63.738598,38.049664,103.68958,3.0,4.413986,0,0.0,1,0,0,0
39.0,15.0,82.113914,4.0,2.4,0,0.0,1,0,0,1
48.1854,24.808582,64.627014,3.0,2.2,0,0.0,3,0,0,0
38.0,13.267953,48.18341,1.0,2.0,0,0.0,1,0,0,0
58.0,30.0,75.09475,4.0,0.9,0,0.0,3,0,0,1
44.0,20.0,213.33023,2.0,5.3045955,0,283.6538,1,0,0,1
30.0,5.0,203.0662,3.0,4.975992,1,0.0,2,0,0,1
58.509354,35.0,29.0,4.0,0.7,0,0.0,2,0,0,0
45.0,18.0,33.0,2.0,0.4,0,95.93017,2,0,0,0
33.852203,9.0,210.80927,1.0,7.5660005,1,0.0,1,0,0,0
39.0,14.0,81.0,1.0,2.091741,0,0.0,3,0,0,0
49.0,24.0,34.766743,1.0,0.7,0,0.0,2,0,0,0
45.0,19.0,72.46863,3.0,1.9,0,0.0,3,0,0,0
27.0,-2.8837624,71.0,4.0,3.1832137,0,0.0,3,0,0,0
62.57207,39.0,73.78307,1.0,0.9,0,0.0,3,0,0,1
49.0,24.0,191.31673,1.0,8.698686,0,0.0,1,0,0,1
62.505352,38.0,85.0,3.0,1.0,0,0.0,1,0,0,0
61.0,35.0,38.0,1.0,1.5,0,0.0,2,0,0,1
39.0,14.0,137.23018,1.0,1.3858502,0,325.79752,1,0,0,1
48.86664,26.0,20.141787,4.0,1.2461245,0,0.0,1,0,0,1
32.0,7.0,28.0,2.0,0.5,0,0.0,2,0,0,0
47.0,22.0,149.84207,1.0,5.1988177,0,0.0,1,0,0,1
39.0,15.0,56.3091,1.0,1.3,0,0.0,3,1,0,1
36.26622,11.0,114.98876,2.0,0.3,0,507.2104,1,0,0,0
30.0,5.0,172.78896,2.0,4.5523224,1,505.0953,3,0,1,1
40.0,15.0,73.15691,2.0,2.8,0,0.0,2,1,1,1
27.0,1.0,72.39487,3.0,1.6,0,229.06386,3,0,0,1
39.0,14.391187,141.1989,2.0,0.9,0,0.0,1,0,0,1
64.0,40.0,117.081825,1.0,3.6530766,0,0.0,1,0,0,0
53.0,27.0,16.565733,4.0,0.37408614,0,98.05345,2,0,0,1
32.0,7.0,77.542305,3.0,0.0,0,0.0,1,0,0,0
64.0,39.63473,32.42561,2.0,0.3,0,0.0,3,0,0,1
53.509872,26.0,23.26156,3.0,1.1,0,0.0,3,1,0,1
62.338673,36.0,69.72068,4.0,0.5,0,0.0,3,0,0,1
64.3564,38.0,29.0,2.0,0.69333106,0,0.0,3,0,0,0
49.0,25.0,42.69677,1.0,0.3,0,0.0,1,0,0,1
28.002708,3.6840706,41.057545,1.0,2.0,0,0.0,3,0,0,0
55.0,29.0,39.0,3.0,1.3,0,0.0,3,0,0,1
52.53812,26.880924,44.449673,2.0,0.3,0,0.0,3,1,1,1
36.882397,10.0,18.0,2.0,0.1,0,0.0,2,0,0,0
44.0,19.0,58.637634,3.0,1.5,0,0.0,1,1,1,1
23.911732,0.17741655,60.0,4.0,2.0693407,0,0.0,2,0,0,1
54.0,30.0,75.518616,1.0,1.3309903,0,0.0,2,0,0,1
33.0,8.018713,21.0,4.0,1.1007626,0,128.44734,1,0,0,1
30.0,5.0,134.59381,1.0,0.3,0,154.41725,1,0,0,1
61.0,36.138218,123.23184,1.0,2.2,0,0.0,3,0,0,1
43.0,18.0,62.670933,1.0,0.3,0,162.25214,1,0,0,0
23.563967,-1.9158633,64.0,4.0,1.6,0,0.0,2,0,0,1
51.626442,26.0,59.575813,2.0,2.5161378,0,0.0,2,0,0,1
48.0,23.0,42.0,4.0,0.4,0,0.0,3,0,0,1
48.2419,24.0,38.746357,1.0,2.3,0,0.0,2,0,0,0
41.0,15.0,59.0,3.0,1.4,0,0.0,3,0,0,0
36.0,11.0,71.62282,1.0,1.637648,0,175.67561,1,0,0,1
30.0,5.0,192.66444,1.0,3.6814768,1,0.0,3,0,0,0
49.499058,23.0,51.0,1.0,1.1,0,0.0,2,0,0,1
60.27182,33.17672,84.57978,1.0,1.0,0,0.0,3,0,1,1
66.569885,42.22513,9.770973,2.0,0.3,0,0.0,3,0,0,1
41.216076,16.0,91.35059,2.0,0.3,0,0.0,3,0,0,0
44.0,18.0,51.403996,2.0,1.6,0,165.51334,3,1,0,1
59.0,31.235567,38.0,4.0,0.1,0,0.0,3,0,0,1
37.0,12.0,61.07034,4.0,0.4,0,112.007576,2,0,0,1
60.0,34.793617,56.41886,1.0,1.3116049,0,0.0,1,0,0,0
41.0,15.0,85.0,2.0,1.7,0,0.0,1,1,0,0
53.0,27.0,33.0,2.0,0.8,0,0.0,3,0,0,1
54.642212,31.0,192.12505,3.0,3.2566352,1,491.75845,3,0,0,0
43.0,17.0,78.41481,4.0,3.9059694,0,323.82202,1,0,1,1
43.0,18.0,48.90467,3.0,2.3,0,0.0,1,0,0,1
63.41498,40.0,48.479153,1.0,1.739511,0,0.0,2,0,0,1
62.0,36.654007,30.0,3.0,0.1,0,0.0,3,0,0,1
54.0,30.0,75.7826,2.0,1.1859993,0,226.8921,1,0,0,1
52.0,26.0,183.88203,1.0,5.3463416,1,336.07898,3,0,0,1
62.0,33.0,69.999054,4.0,2.710002,0,0.0,3,0,0,0
59.0,35.0,104.96679,1.0,6.793746,0,423.19104,1,0,0,0
61.0,35.387608,23.991102,2.0,1.4605191,0,99.185875,1,0,0,1
55.0,28.072714,33.54293,1.0,1.4,0,101.522316,3,0,0,1
48.107674,21.670794,189.68324,2.0,3.7642121,1,0.0,1,0,0,1
63.0,38.0,69.408646,3.0,1.3,0,0.0,1,0,0,1
51.0,25.0,93.00987,1.0,2.4,0,225.10701,2,0,0,1
53.63321,30.0,30.447075,2.0,0.1,0,0.0,1,0,0,1
33.915802,7.6618896,93.03917,4.0,3.3363707,0,0.0,2,1,0,1
37.0,13.0,130.09856,1.0,2.9452736,1,0.0,3,0,1,1
41.0,15.0,78.0,2.0,0.6,0,0.0,3,0,0,1
52.0,26.0,112.54326,1.0,0.0,0,351.3066,2,0,0,0
51.84221,26.0,50.233833,1.0,1.4,0,206.06415,1,0,0,0
43.0,17.0,69.35778,4.0,2.5,0,0.0,2,0,0,1
42.0,18.0,122.3146,1.0,0.26104313,0,0.0,3,0,0,0
54.0,26.0,69.256226,4.0,2.0,0,209.99103,3,0,0,0
44.0,19.416124,104.235725,1.0,1.4,0,0.0,1,0,0,0
33.885345,8.0,33.43061,1.0,0.2,0,102.2675,2,0,0,1
36.9761,13.0,40.296482,2.0,1.5,0,0.0,1,0,0,0
61.0,36.0,64.60338,2.0,2.1,0,0.0,2,0,0,1
53.0,27.775152,156.61876,1.0,0.8,0,0.0,1,0,1,1
57.233074,33.0,38.0,3.0,1.5,0,0.0,3,0,0,0
39.0,15.0,69.05441,1.0,2.6,0,119.74538,3,1,0,1
45.377964,19.468527,31.732914,3.0,0.7,0,0.0,3,0,0,0
30.0,5.0,83.17956,1.0,1.0960584,0,0.0,1,0,0,1
34.0,8.0,22.0,3.0,1.0,0,0.0,2,0,0,0
32.0,8.0,71.0,1.0,1.8,0,0.0,1,0,0,0
32.0,6.889173,171.86414,2.0,6.966415,1,273.23328,3,0,0,0
27.806334,2.8807893,71.40699,4.0,0.7,0,0.0,2,0,0,1
56.0,31.280666,64.0,3.0,1.8010888,0,0.0,3,0,0,0
64.0,40.606556,28.0,2.0,0.6,0,0.0,3,0,0,1
46.0,20.758284,73.27306,3.0,2.1,0,224.71478,3,0,0,1
43.0,17.0,37.9525,1.0,0.4,0,119.263084,3,0,0,1
57.0,32.0,43.0,2.0,0.93949914,0,0.0,1,0,0,0
27.920471,4.0,98.751915,2.0,1.9044098,0,0.0,1,0,0,1
32.0,7.0,51.0,3.0,1.5,0,0.0,2,0,0,1
39.0,15.0,91.23764,1.0,0.2,0,0.0,2,1,0,0
53.69859,24.0,75.5565,3.0,2.6,0,275.22385,3,0,0,1
50.0,24.0,78.41858,4.0,1.8,0,269.15988,2,0,0,0
31.402428,7.0,101.40194,2.0,0.7,1,0.0,3,0,0,0
58.0,33.0,42.0,3.9976263,0.5,0,0.0,2,0,0,0
36.0,11.0,35.0,3.0,0.7,0,116.74059,2,0,0,1
41.0,16.0,64.0,2.0,0.0,0,196.44855,3,1,0,0
32.37647,5.0,53.959972,2.0,2.8,0,0.0,3,0,0,1
61.0,36.0,64.0,4.0,2.0,0,0.0,2,0,0,1
46.0,19.0,78.0,3.0,2.8,0,0.0,2,0,0,1
57.0,33.0,98.87627,4.0,2.6,1,0.0,1,0,1,1
42.0,16.0,63.347973,4.0,1.0,0,215.92143,1,0,0,0
54.0,29.0,21.821657,4.0,0.3,0,0.0,1,0,0,1
32.0,5.0,43.0,4.0,2.4,0,0.0,2,0,0,0
35.0,14.0,158.38148,1.0,6.086842,0,0.0,1,0,0,1
57.0,33.0,20.0,1.0,0.1,0,0.0,1,0,0,1
40.12619,15.847156,42.89505,3.0,0.7,0,0.0,1,0,0,1
63.0,38.0,86.47926,2.0,0.5689637,0,195.34897,3,0,0,1
33.439625,8.0,41.0,4.0,2.1,0,0.0,2,0,0,0
43.0,16.0,79.90032,2.0,2.7566571,0,0.0,3,0,0,1
29.0,4.2286124,8.007052,4.0,0.3590168,0,0.0,3,0,0,0
38.94505,13.0,85.17451,4.0,1.1,0,0.0,3,0,0,0
33.87052,9.0,50.499763,3.0,2.0,0,0.0,1,1,0,0
61.0,36.0,185.37189,4.0,9.779086,1,0.0,2,1,1,1
43.0,17.0,125.63121,2.0,3.8942256,0,0.0,2,0,0,0
52.29544,28.0,90.4989,1.0,0.8,0,0.0,1,0,0,1
34.0,9.0,124.89615,2.0,2.2,0,0.0,2,0,0,1
42.0,17.0,72.97726,3.0,0.3,0,0.0,1,0,0,1
33.0,8.0,21.0,4.0,1.317074,0,76.18669,1,0,0,1
36.0,10.0,83.11954,4.0,0.2,0,88.146126,3,0,0,0
45.0,20.768661,166.4483,2.0,2.2969043,0,0.0,1,0,0,0
59.0,35.0,174.9801,2.0,6.5025377,1,0.0,3,1,0,0
41.0,15.620439,71.979324,3.0,1.5,0,0.0,2,0,0,1
31.0,5.0,74.88162,2.0,1.597455,0,0.0,2,0,0,0
51.008717,26.0,91.65498,1.0,0.5,0,0.0,1,0,0,1
54.0,27.0,175.5145,2.0,2.989918,0,0.0,1,0,0,0
49.0,24.0,40.0,3.0,2.1,0,0.0,2,0,0,1
34.0,9.0,53.723473,2.0,0.0,0,184.55502,3,0,0,1
43.0,18.0,112.005066,3.0,3.7969155,1,0.0,1,1,1,1
41.0,16.0,29.0,1.0,0.58248955,0,165.88518,1,0,0,1
26.0,2.0,103.38646,1.0,1.1,0,179.52159,3,0,0,1
55.0424,30.0,18.823593,2.0,0.8,0,0.0,3,0,0,0
44.0,19.0,81.0,3.0,1.0,0,213.14635,3,0,0,0
48.0,25.0,93.15369,1.0,2.625259,1,0.0,2,0,0,1
57.0,33.0,44.0,4.0,2.8,0,0.0,1,0,0,0
49.0,22.0,43.080036,2.0,1.6,0,116.20466,3,0,0,1
57.0,33.0,74.61938,1.0,3.1332674,0,0.0,3,0,0,1
48.0,22.0,81.93066,2.0,1.9201139,0,0.0,2,0,0,1
56.0,30.0,223.86421,2.0,4.6123643,0,0.0,1,0,0,1
31.317562,7.928459,78.0,1.0,2.5617716,0,0.0,1,0,0,1
29.0,5.0,180.32811,1.0,1.6866919,0,145.71596,1,0,0,1
58.0,32.0,62.993927,1.0,1.6861402,0,139.52986,3,0,0,1
62.0,38.0,66.51563,2.0,2.4404476,0,0.0,3,0,0,0
42.179493,17.0,81.0,4.0,4.5489836,0,0.0,1,0,0,1
32.0,5.341401,85.0,2.0,3.213201,0,0.0,1,0,0,1
33.894615,5.0,62.804684,4.0,2.7,0,246.52109,3,0,0,0
29.175938,5.0,34.304634,4.0,0.4,0,113.39776,1,0,0,1
55.0,31.0,24.438108,1.0,0.7,0,0.0,1,0,0,1
37.0,7.943695,78.93629,4.0,3.557307,0,0.0,3,0,0,0
38.0,14.452889,101.01788,2.0,3.0,0,0.0,1,0,0,0
34.0,8.026051,38.0,1.0,1.3807527,0,0.0,1,1,0,0
63.0,38.245323,128.23082,1.0,1.8395413,0,289.79565,1,0,0,0
58.0,33.0,30.676456,4.0,1.6533529,0,0.0,2,0,0,0
