index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left
5942.0,3,704,2,1,0,0,0,1,9.5,34.0
2410.0,3,95,2,4,2,4,1,1,2.33,39.0
6110.172,5,1015,2,1,1,5,3,1,24.707678,37.0
6212.8696,1,1091,2,2,0,2,4,1,23.283674,28.0
5694.975,5,1431,2,2,0,0,5,1,23.926594,17.0
5269.7866,1,723,2,2,0,2,4,1,16.211933,18.0
4000.0,0,74,2,1,2,4,4,1,2.33,19.0
12138.0,5,1546,2,2,0,2,3,1,22.306501,13.0
10675.9795,5,1543,2,0,0,5,1,1,7.6757574,9.0
12138.0,1,841,2,2,0,0,0,1,17.0,10.0
13195.8545,2,413,5,4,0,5,2,1,11.58,9.0
2339.0,3,373,5,2,2,5,2,1,2.08,22.0
2339.0,0,1165,5,5,2,3,2,1,2.08,33.0
5545.002,2,988,5,4,0,2,2,1,6.42,18.0
5832.4844,5,1462,2,5,0,5,3,1,24.288929,47.0
4496.0,1,1038,2,4,0,4,4,1,23.93069,19.0
7425.0,5,1557,2,0,0,5,5,1,8.25,15.0
3623.6086,2,60,2,1,0,2,5,1,9.33,39.0
6834.9805,2,200,2,0,0,5,0,1,8.501854,18.0
4970.4194,1,867,2,5,0,5,5,1,24.716007,29.0
4375.765,3,355,2,0,0,5,4,1,5.7816243,42.0
6690.0884,5,1549,2,4,0,2,3,1,14.08,14.0
13315.638,1,1408,5,5,0,0,2,1,15.697715,7.0
1998.0,0,1203,2,5,0,4,1,1,11.83,38.0
4979.0,1,900,2,1,0,5,3,1,16.17,23.0
5097.3613,2,938,5,2,0,3,2,1,7.9780912,35.0
6791.629,0,1545,5,1,2,4,2,1,2.17,7.0
7483.654,3,95,2,5,2,2,0,1,2.67,10.0
2460.3118,2,1038,2,0,2,2,5,1,2.25,45.0
4000.0,1,880,2,4,0,2,4,1,9.17,24.0
4736.316,5,1429,5,0,0,2,2,1,27.75,27.300068
2409.0,0,1198,5,4,0,3,2,1,12.42,34.79596
5954.0,1,715,2,4,0,2,5,1,7.83,1.0
4020.0,0,691,2,2,2,5,0,1,5.08,39.0
9834.354,1,803,5,2,0,2,2,1,24.67,5.0
6590.633,5,1543,5,1,2,4,2,1,2.08,5.0
4500.0,2,111,2,2,0,3,0,1,6.92,29.0
8869.521,5,1484,2,1,1,2,1,1,11.67,36.02302
2339.0,0,1208,2,1,0,2,3,1,10.33,22.0
5955.0,1,803,5,1,2,4,2,1,2.17,6.0
5584.166,1,498,5,2,0,5,2,1,6.33,37.0
5942.0,1,844,2,1,0,5,0,1,15.5,30.0
7426.0,3,1544,2,2,2,5,0,1,3.8362684,13.0
12062.61,2,1451,2,1,0,0,1,1,6.75,14.0
5228.8936,5,1431,2,2,0,5,5,1,26.43147,31.0
4573.6587,2,984,5,5,0,4,2,1,10.17,41.0
4205.0,5,1541,2,4,0,2,0,1,6.08,33.0
2476.0,5,427,2,5,2,5,5,1,2.17,49.0
7149.3306,5,1484,2,1,1,2,4,1,11.0,44.0
5955.0,3,788,2,4,2,4,3,1,2.17,11.0
3988.0,1,841,2,2,0,5,3,1,27.839603,24.0
2516.0,3,1280,2,5,2,5,5,1,2.25,21.0
4209.0,1,1467,2,0,0,2,5,1,6.92,27.0
5943.0,2,1092,5,1,2,4,2,1,2.17,7.0
9966.284,5,1539,2,1,0,4,0,1,4.83,8.0
4496.0,5,1088,2,1,0,0,0,1,6.33,21.0
9348.091,5,1484,2,1,1,5,4,1,15.229564,17.0
4810.976,2,1049,2,1,0,0,0,1,7.699498,32.0
4209.0,3,1280,2,1,2,4,0,1,2.75,48.0
6311.152,1,1031,2,4,0,5,5,1,9.75,40.64459
4726.7886,5,1536,2,0,0,5,0,1,5.5,45.0
2340.0508,1,791,2,2,2,5,5,1,2.25,49.0
5227.0,3,338,5,2,0,3,2,1,5.67,28.0
2410.0,1,812,2,1,2,4,5,1,2.17,35.0
4500.0,5,1557,2,0,0,5,0,1,6.83,16.0
18154.818,1,900,2,0,0,4,4,1,21.100039,15.0
4979.0,2,441,5,5,2,5,2,1,2.17,7.0
11310.0,1,1147,5,2,0,0,2,1,16.5,9.0
3988.0,2,1013,2,1,0,4,0,1,4.33,43.0
5853.212,3,95,2,5,0,4,5,1,8.794252,38.0
4500.0,1,850,5,5,0,5,2,1,22.000391,32.0
4427.0,0,735,2,1,1,0,4,1,6.995648,19.0
4725.6226,2,923,2,0,0,2,0,1,5.75,26.0
5432.833,1,1519,2,2,0,4,5,1,14.58,41.0
3716.0454,1,1208,2,4,2,2,0,1,2.83,17.0
6816.566,4,1410,2,1,0,5,0,1,12.83,14.0
5547.557,5,1480,5,4,0,0,2,1,7.5,29.0
7546.8716,2,1539,2,0,0,2,0,1,4.7153225,8.0
1998.0,0,117,2,5,1,4,1,1,13.25,31.0
13005.085,3,994,2,1,0,0,0,1,8.58,5.0
6510.4155,1,1091,2,2,2,5,5,1,2.25,13.0
4039.6934,1,713,2,1,0,2,1,1,15.17,37.0
2963.874,3,1558,2,2,0,4,4,1,10.58,38.0
6122.0,2,1397,2,4,0,4,4,1,5.42,1.0
4020.0,1,764,2,4,0,4,5,1,24.08,22.0
16812.928,5,1191,2,0,0,1,3,1,16.0,6.0
2482.0,5,1552,2,2,2,5,5,1,2.5795429,34.0
7249.3193,3,817,2,4,0,2,4,1,6.33,5.0
4962.516,1,1519,2,2,0,0,5,1,18.33,45.0
7728.0977,5,1480,5,4,0,5,2,1,12.25,28.29212
5955.0,2,974,2,1,0,2,4,1,10.77445,25.0
4020.0,4,955,2,1,2,4,4,1,2.17,35.0
8719.0,5,1464,2,2,2,5,1,1,5.7103195,6.0
5942.1616,4,1387,2,1,0,5,4,1,13.92,27.0
7848.0737,1,456,5,2,0,5,2,1,7.4142723,13.0
3823.6646,2,1019,2,2,0,1,0,1,12.08,18.0
2476.0,3,808,2,1,2,4,5,1,2.25,23.0
2339.0,4,1407,5,4,2,0,2,1,2.25,30.0
3754.0,2,946,2,2,0,3,0,1,5.58,21.0
2476.0,0,1201,2,1,0,4,1,1,5.5,46.150753
3136.85,3,427,2,0,0,5,1,1,7.83,39.0
5955.0,5,1538,2,2,0,4,4,1,16.0,38.137676
13830.0,5,1453,2,4,0,5,4,1,11.172039,3.0
9840.0,1,1013,2,2,0,3,0,1,11.58,10.0
4385.4175,2,1539,2,1,0,2,0,1,10.060615,49.0
3999.0,3,154,2,0,0,2,1,1,6.5,44.0
4164.3193,5,1533,2,4,0,5,0,1,10.490251,46.0
3324.0,1,798,2,0,0,2,5,1,4.5,42.0
16927.607,5,1544,2,5,0,4,1,1,15.6300125,1.0
10156.355,5,974,5,1,0,0,2,1,8.0,11.0
3190.258,0,1200,2,4,0,5,0,1,10.83,25.0
4893.5884,2,1544,2,0,0,5,1,1,5.5,42.0
2409.4556,3,100,2,2,2,5,1,1,2.83,43.0
4497.272,1,867,2,5,0,4,5,1,11.5,22.0
7622.075,0,711,2,2,0,3,1,1,7.58,3.0
3090.0,4,1389,2,2,0,4,0,1,15.803207,35.0
4979.0,1,711,2,0,0,0,5,1,23.942415,22.0
5227.0,2,1430,5,4,0,3,2,1,12.83,13.0
5501.0244,4,1222,2,2,0,5,3,1,5.42,21.0
4499.0,5,1538,2,2,0,5,1,1,6.076227,49.0
3090.0,3,163,2,2,0,5,1,1,5.92,33.0
11520.0,5,1546,2,2,0,2,4,1,27.17743,12.0
7249.7095,5,1493,2,0,0,5,5,1,7.17,19.0
5275.916,1,844,2,1,0,4,3,1,7.0,32.35695
6132.919,2,605,2,1,0,2,5,1,10.92,42.0
9735.641,5,1451,2,1,0,5,0,1,15.263053,10.0
3090.0,0,1191,2,0,1,5,0,1,7.3553677,38.0
6300.101,2,740,2,5,0,5,4,1,13.75,30.0
6955.422,5,1554,2,2,0,2,4,1,22.476423,27.0
18073.863,0,1218,2,0,1,5,0,1,8.92,7.0
6377.004,5,1491,2,2,0,5,5,1,5.5,24.0
3621.0,0,1203,2,5,0,4,0,1,12.204373,22.0
4979.0,2,1197,2,1,0,0,3,1,6.9174895,33.0
4209.0,1,766,2,2,0,4,5,1,14.759347,49.0
7425.0,5,1551,2,1,0,2,4,1,13.67,45.0
2738.0,3,79,2,1,2,1,5,1,2.6302392,37.0
4496.0,3,204,2,5,0,5,5,1,12.0,45.0
4943.2485,0,1222,2,1,0,4,1,1,7.404263,25.0
10680.0,3,55,2,2,0,5,1,1,6.0,1.0
3996.0,3,1175,5,0,2,2,2,1,2.17,19.0
12170.115,5,974,5,1,0,2,2,1,14.17,7.0
6821.0,1,1448,5,4,0,2,2,1,8.0,19.0
4496.0,5,1487,2,1,0,5,1,1,16.5,48.0
2003.5708,5,1484,2,1,2,4,3,1,2.17,39.0
3313.3418,3,515,5,1,2,4,2,1,2.08,12.0
3671.0,5,41,5,0,2,0,2,1,2.17,34.0
8117.438,2,1191,2,0,0,5,0,1,7.17,12.0
12396.567,5,1470,2,2,0,4,3,1,14.0,16.0
13357.677,5,1423,2,4,0,2,0,1,8.33,8.0
3855.0,1,812,2,1,0,4,1,1,26.826475,43.0
10529.691,1,1013,2,2,0,0,3,1,23.0,4.0
4007.0,1,883,2,4,0,5,5,1,15.436589,47.0
4008.253,2,1451,2,1,0,4,1,1,4.75,23.0
5772.0,1,857,2,1,0,2,5,1,10.42,24.0
5227.0,1,867,2,5,0,2,5,1,20.83,16.0
13830.721,5,1546,2,2,0,5,5,1,5.25,4.0
6372.4575,0,214,2,0,2,0,5,1,2.25,5.0
4577.249,2,108,2,0,0,0,0,1,8.83,20.0
4325.227,2,110,2,4,0,2,0,1,5.67,25.0
5961.0903,5,1531,5,0,2,2,2,1,2.25,2.0
4248.4277,1,791,2,2,0,5,0,1,17.17,37.0
9840.0,5,1470,2,4,0,5,5,1,13.25,16.0
3090.0,0,1203,2,5,0,4,0,1,11.17,34.0
4869.7383,1,820,2,4,0,5,4,1,13.92,35.0
6122.0,2,1278,2,0,0,5,3,1,5.33,10.0
3090.0,1,772,2,4,0,2,5,1,9.17,26.0
2022.0,0,1203,2,5,0,4,3,1,12.0,20.0
11532.142,1,764,2,4,0,0,1,1,5.33,10.0
7519.2085,0,1218,2,0,0,4,3,1,9.75,20.0
10697.343,5,1251,5,4,0,2,2,1,7.17,22.0
4941.5684,3,872,2,5,0,1,5,1,10.5,24.0
2336.0,3,762,5,5,0,2,2,1,9.67,33.0
5619.0,2,925,2,2,0,4,0,1,15.313015,19.0
2727.2385,5,1538,2,2,2,0,5,1,2.25,21.0
4020.0,1,785,5,4,0,5,2,1,10.67,21.0
3533.7805,0,1137,2,4,1,2,4,1,9.33,30.0
2098.0,5,1466,2,1,2,4,3,1,2.17,41.0
3999.0,2,1089,2,0,0,5,0,1,7.33,45.0
2386.4106,3,427,2,0,0,5,1,1,7.75,37.0
4384.878,5,1470,2,4,0,5,0,1,12.92,23.0
9631.181,1,711,2,2,0,0,4,1,18.74256,2.5260732
7951.2773,5,1559,2,4,0,2,0,1,7.58,11.0
3090.0,3,1210,2,4,0,0,4,1,6.227938,38.0
3754.0,5,1451,2,1,2,4,4,1,2.08,35.0
6221.388,2,1011,2,4,0,2,4,1,7.58,43.0
4500.0,3,928,2,0,0,5,0,1,8.75,32.0
8874.019,2,1013,2,1,0,2,0,1,8.08,8.0
4020.0,1,867,2,5,0,1,0,1,10.58,46.0
13081.549,2,39,2,4,0,2,5,1,9.75,18.0
5149.4966,0,1186,2,1,0,2,4,1,11.453015,28.0
4031.186,3,78,2,2,2,5,0,1,2.92,36.0
5472.5845,1,1208,2,4,0,0,4,1,12.67,26.0
7415.476,5,1552,2,2,0,2,4,1,22.92037,19.0
4209.0,1,798,2,0,0,2,0,1,27.95224,15.0
2491.5798,0,74,2,1,0,0,0,1,6.58,47.0
4272.0,3,999,2,0,2,0,0,1,2.83,41.0
9840.0,3,42,2,4,0,5,0,1,11.75,1.1722586
8716.831,2,1410,2,5,0,0,5,1,17.0,17.0
5772.017,5,1428,2,2,0,5,5,1,5.33,37.0
4896.2954,1,873,2,2,0,5,0,1,5.42,22.0
3090.0,0,426,2,2,0,1,3,1,12.75,32.0
7368.8135,4,262,2,4,1,5,1,1,9.17,26.0
5501.474,1,800,5,4,0,5,2,1,15.0,20.0
5772.0,5,1500,5,1,0,0,2,1,5.67,26.0
5212.452,5,1442,2,0,0,5,5,1,7.42,30.0
5276.0,5,1554,2,2,0,4,3,1,12.83,31.0
4209.0,3,1283,2,0,0,5,0,1,8.17,31.0
2339.0,0,1187,2,2,0,3,1,1,8.0,31.0
10236.364,3,1402,2,4,0,2,0,1,7.83,18.0
6576.081,0,1413,2,4,0,0,4,1,5.42,44.0
7363.518,3,1089,2,2,2,5,1,1,2.92,9.0
4896.0,1,709,2,2,0,5,1,1,5.75,44.0
6578.0,2,213,2,2,2,2,4,1,2.25,7.0
5955.0,2,976,2,2,0,3,0,1,8.17,24.0
9715.511,0,1404,2,2,0,1,5,1,13.58,9.0
3999.0,1,871,2,4,0,5,3,1,11.08,41.0
4979.0,3,213,2,0,0,5,3,1,6.5,34.0
3355.3862,3,69,2,5,2,3,1,1,2.92,28.050333
11310.0,3,427,2,0,2,2,5,1,2.25,6.0
3009.3252,0,734,2,1,0,4,4,1,5.33,21.0
11520.0,5,1431,2,2,0,0,3,1,20.377735,9.0
4000.0,1,791,2,2,0,4,0,1,15.785919,29.0
7424.0,5,1539,2,1,2,4,0,1,2.33,5.0
2339.0,3,79,2,5,2,3,3,1,2.25,24.695284
4020.0,2,1548,2,2,0,1,0,1,11.25,45.0
11966.273,2,1215,2,4,0,2,0,1,6.92,3.0
3855.0,1,766,2,2,0,0,0,1,22.857635,33.0
6578.0,2,1089,2,2,0,1,4,1,13.25,37.0
7191.5938,3,928,2,1,2,4,0,1,2.75,13.0
7473.427,5,1441,2,1,0,0,5,1,5.179365,36.0
5622.0,2,1556,5,2,0,3,2,1,8.6776905,21.0
5040.0,3,420,2,0,0,5,1,1,5.58,36.0
4496.0,1,812,2,1,0,4,5,1,7.08,17.0
4496.0,4,1387,2,1,0,1,1,1,25.187672,17.0
5939.0,1,1476,5,1,0,0,2,1,6.42,37.0
7426.0,5,1451,2,1,0,4,5,1,6.17,47.0
7008.596,5,850,5,4,0,2,2,1,9.92,17.0
4524.7695,0,1221,2,2,0,2,4,1,23.92,45.0
6819.426,3,1429,2,0,0,5,3,1,5.67,7.0
3988.0,2,1504,2,5,0,3,0,1,5.8220053,49.0
12150.0,5,1550,2,2,0,2,1,1,23.92,18.0
7761.559,5,1198,2,1,1,2,0,1,11.17,7.0
3988.0,1,1505,5,2,0,5,2,1,6.67,34.0
8584.026,1,857,2,1,2,4,0,1,2.33,14.0
6443.0,2,1038,2,0,0,2,4,1,9.471501,49.0
12312.574,1,759,2,2,0,1,1,1,15.626312,18.0
4896.0,5,1443,2,2,0,4,1,1,15.75,48.0
4496.0,5,1557,2,0,0,5,0,1,7.951241,25.0
4380.3164,5,1554,2,2,0,1,0,1,12.42,29.0
5221.3535,2,729,2,2,0,5,1,1,6.58,46.0
3175.511,3,48,2,2,0,5,0,1,7.08,45.0
6181.0,5,1549,2,4,0,5,3,1,12.33,44.0
8658.722,5,1484,2,1,1,4,1,1,10.17,19.0
2410.0,4,1387,2,1,2,4,5,1,2.33,26.0
5549.0,5,1431,2,2,0,1,3,1,14.17,38.0
2098.0,0,1165,5,5,2,3,2,1,2.08,30.0
10621.16,5,1530,2,0,0,0,5,1,20.234928,4.0
4496.0,4,1147,2,1,0,1,1,1,23.80276,43.0
4496.0,2,947,2,0,2,5,0,1,2.75,20.0
13322.125,5,744,2,0,0,5,5,1,8.0548315,20.0
6060.0,0,1218,2,1,0,5,0,1,16.0,39.0
4168.6816,0,1186,2,1,0,2,0,1,13.333873,37.0
7146.978,5,1434,5,1,0,2,2,1,23.640327,35.0
4979.0,1,877,2,4,0,2,1,1,8.563318,45.0
4501.0,1,812,2,1,0,2,1,1,12.244176,40.0
3591.1746,2,875,2,4,0,5,3,1,16.130648,22.0
6402.5366,3,955,2,4,0,2,3,1,6.67,36.0
5955.0,2,1386,2,0,0,2,5,1,6.92,36.0
10994.505,3,170,2,4,0,2,5,1,8.0,10.0
7425.0,4,1418,2,2,0,2,1,1,23.83,14.0
5937.4385,5,1519,5,2,0,4,2,1,15.25,14.0
13026.255,1,39,2,1,0,0,0,1,6.08,4.0
13710.264,5,1489,2,2,0,4,5,1,15.934094,6.0
4615.8433,4,1200,2,2,0,5,5,1,5.08,48.0
7425.0,4,1389,2,2,0,1,1,1,13.274735,2.0
14899.856,3,788,5,4,0,4,2,1,2.33,7.0
11520.0,3,438,5,4,0,2,2,1,8.33,22.0
1998.0,0,1208,2,1,0,2,1,1,9.17,16.0
12260.241,1,877,2,4,0,5,0,1,9.75,30.0
7425.0,1,812,2,1,0,5,3,1,14.16097,1.0
2410.0,3,1516,2,4,2,4,1,1,2.25,23.0
2480.0,3,127,2,2,2,5,3,1,2.25,27.0
4020.0,2,1551,2,0,0,5,0,1,7.0,17.0
5523.0903,1,956,2,0,0,3,5,1,12.25,33.0
3573.4487,0,882,2,1,0,2,4,1,10.83,30.90848
7611.9336,0,1221,2,2,0,1,5,1,15.17,7.0
8538.058,5,1536,2,0,0,5,3,1,5.67,16.307259
4025.0806,2,736,2,2,0,2,1,1,6.67,40.0
6038.238,5,1472,2,2,0,4,4,1,16.848366,42.0
3855.072,3,121,2,1,2,4,1,1,2.25,33.17182
2410.0,3,1414,2,2,2,5,5,1,2.17,33.0
6735.3096,4,764,2,2,0,5,5,1,5.5,12.0
2700.0,0,1137,2,4,1,2,4,1,10.25,46.0
5327.569,3,259,2,1,0,0,4,1,6.08,23.0
11906.286,1,262,5,4,0,2,2,1,12.75,4.0
4617.553,3,1536,2,4,2,0,4,1,2.17,43.0
6404.446,3,1429,2,0,0,5,5,1,7.08,12.0
3989.5806,1,709,2,2,2,2,0,1,2.25,41.0
4027.835,1,791,2,2,0,4,4,1,16.426266,42.0
5081.747,5,1544,2,5,0,0,5,1,16.67,21.0
4272.0,1,933,2,2,0,5,3,1,8.70117,29.0
4230.0,3,1089,2,2,2,5,0,1,4.33,27.0
6172.0,1,772,2,4,2,4,3,1,2.17,8.0
5935.7646,1,892,2,2,0,0,5,1,19.361153,24.0
8065.23,5,1533,2,4,0,2,3,1,24.83,2.0
3389.0,3,1210,2,1,0,0,0,1,7.58,32.0
2410.0,5,1553,2,5,2,5,5,1,2.17,34.0
6578.0,5,1554,2,2,0,2,4,1,23.350033,46.0
5419.3857,5,791,2,2,0,0,3,1,15.25,46.0
5954.0,5,1472,2,2,0,5,5,1,6.58,32.0
8720.202,3,42,2,4,0,2,0,1,8.0,4.0
5939.0,5,1484,2,1,2,4,5,1,2.17,3.0
12230.016,0,1431,2,4,0,2,0,1,7.6936593,15.0
7424.0,5,1536,2,0,0,2,4,1,15.08,26.0
5040.0,3,373,5,2,2,5,2,1,2.08,16.0
2939.1409,4,1383,2,1,2,4,1,1,2.83,39.0
10760.144,5,1536,2,0,0,5,3,1,5.790254,4.0
4506.0,2,1457,2,2,0,1,1,1,12.0,33.0
4205.0,5,1536,2,0,0,4,0,1,15.17,47.0
5014.947,3,859,2,0,0,5,4,1,5.7959085,30.0
3569.0,2,1007,2,2,0,3,5,1,6.33,43.0
3988.0,1,785,5,4,0,4,2,1,22.25,35.0
4979.0,1,798,2,0,0,2,4,1,27.5,12.016627
4561.5522,3,1533,2,4,0,2,4,1,9.373388,19.0
6871.829,4,1262,2,0,1,5,0,1,5.441165,46.0
7426.0,1,516,5,2,0,3,2,1,6.67,24.0
4272.0,1,873,2,2,0,5,0,1,5.762057,13.0
7241.2812,2,389,5,1,0,0,2,1,6.67,29.0
5040.0,5,1557,2,0,0,1,1,1,15.17,34.0
5198.8774,5,245,5,0,0,5,2,1,7.08,19.0
2464.4758,1,1026,5,1,0,4,2,1,5.325009,16.433678
5954.0,1,859,2,2,0,4,4,1,13.08,44.0
5026.149,5,1541,2,4,0,2,1,1,7.75,46.0
6060.0,3,1035,2,1,2,4,3,1,2.17,4.0
