RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5811.909,15625170.0,514.09796,0,1,31.0,8.0,127284.664,2.0,0,1,96929.14,0
5658.0176,15619356.0,710.0078,0,0,45.0,3.0,147234.75,1.0,1,1,77191.22,1
4862.359,15722783.0,802.4698,0,2,26.949621,4.0,145229.34,1.0,1,1,88966.94,1
4289.272,15655439.0,645.0,0,0,48.0,9.0,124589.336,1.0,1,0,151021.56,1
8622.976,15580577.0,774.4369,1,0,30.0,8.0,98700.33,1.0,0,1,108021.46,0
5136.9897,15618443.0,701.00964,0,2,28.0,3.0,0.0,1.0,0,1,119003.57,1
3631.7354,15703400.0,659.0792,0,1,62.0,3.0,108748.4,1.0,1,1,99156.945,1
3035.3467,15697668.0,712.6481,0,0,42.0,2.0,0.0,2.0,1,0,51301.832,0
9431.834,15677393.0,655.0,0,0,58.0,1.0,96622.18,1.0,0,0,168.99904,1
9560.934,15623255.0,692.48987,0,0,46.0,5.0,0.0,2.0,0,1,160165.84,1
7036.8916,15717164.0,741.25525,0,1,50.0,3.0,123744.734,2.0,1,1,186439.08,0
391.7544,15641745.0,702.5549,0,0,40.0,4.0,0.0,2.0,1,1,17417.547,0
5575.6646,15654137.0,518.18976,0,0,42.0,4.0,0.0,2.0,0,1,55506.668,1
8062.0654,15801841.0,716.09045,0,0,48.20012,2.0,0.0,2.0,1,1,55028.07,1
3290.1614,15647234.0,609.8654,0,0,34.0,8.0,143994.11,1.0,0,0,60368.914,1
2867.5295,15712119.0,709.52234,0,0,28.0,5.0,106304.56,1.0,0,0,60379.414,1
7134.313,15669098.0,641.14667,0,2,31.0,6.0,0.0,2.0,1,1,54312.33,1
4327.5293,15707614.0,429.79495,1,0,59.0,1.0,128490.2,1.0,0,0,77383.54,1
157.90018,15723752.0,794.69434,0,0,29.0,5.0,144185.92,2.0,1,1,197727.23,0
1434.6096,15720166.0,728.0236,0,1,28.0,8.0,118448.1,2.0,1,0,14933.231,1
6943.306,15585546.0,655.6172,0,0,33.0,10.0,144895.58,1.0,1,1,121351.69,0
1020.422,15751853.0,593.1665,0,2,40.25313,8.0,80601.68,1.0,0,1,52592.95,1
2694.328,15618385.0,611.0,0,0,38.0,4.0,0.0,2.0,1,1,64501.156,0
7761.4595,15676848.0,428.30676,0,0,36.0,4.0,103092.266,1.0,0,1,113682.625,1
6850.4214,15727063.0,679.00397,0,0,26.0,8.0,0.0,2.0,0,1,61163.75,0
3759.2258,15697124.0,577.2549,0,2,28.0,7.0,0.0,2.0,1,1,36211.68,0
1721.57,15596757.0,597.8812,0,0,26.0,9.0,0.0,2.0,1,0,151656.47,1
958.47394,15683156.0,559.6456,0,0,41.0,4.0,107707.766,1.0,0,1,73066.81,0
4105.748,15693772.0,620.8094,0,0,32.0,4.0,0.0,2.0,1,1,106684.58,1
8665.081,15787070.0,710.4546,0,1,43.0,4.0,104462.29,2.0,1,1,145596.38,0
1298.66,15799184.0,776.3438,0,0,56.061832,2.0,139992.56,2.0,0,1,87381.57,0
2438.7678,15568537.0,633.83936,0,0,59.0,8.0,127578.67,1.0,1,1,152191.75,1
2229.716,15587277.0,653.84705,0,0,29.0,8.0,102548.56,2.0,1,1,40033.625,1
3375.175,15651427.0,758.6752,0,1,36.0,1.0,128791.93,2.0,1,1,28315.668,0
7570.1943,15574552.0,601.9316,0,2,31.0,10.0,0.0,2.0,0,0,150155.98,1
2426.7478,15748381.0,615.84656,1,1,54.0,3.0,154109.22,3.0,1,1,163027.31,1
3175.5708,15742266.0,571.26715,0,0,32.0,5.0,0.0,2.0,0,0,40663.55,1
6797.9526,15586148.0,782.54315,1,1,44.0,9.0,91234.586,2.0,0,1,116238.32,0
9025.594,15589829.0,658.8165,0,0,27.0,2.0,0.0,2.0,0,1,136728.53,1
5523.1885,15726698.0,490.08868,0,1,32.416138,8.0,114359.766,1.0,0,1,54343.633,1
5051.4697,15745207.0,750.8314,0,0,43.0,1.0,0.0,2.0,1,1,78914.55,0
7796.747,15667716.0,535.3314,1,0,52.657635,1.0,0.0,2.0,1,1,30887.297,0
554.0129,15581706.0,710.69025,0,2,30.0,7.0,123882.74,2.0,1,1,79844.66,1
4615.9634,15677990.0,764.9222,0,1,37.0,8.0,99955.625,1.0,1,1,176603.45,0
7830.229,15678027.0,601.4698,0,1,48.680515,3.0,128872.83,2.0,0,1,65646.33,0
3856.3975,15803549.0,581.91113,1,2,53.0,6.0,0.0,1.0,0,1,34437.805,0
7892.68,15626116.0,723.6495,0,0,36.0,9.0,0.0,2.0,0,1,73096.97,1
9830.98,15687259.0,756.9481,0,2,34.0,9.0,138714.67,2.0,1,1,165317.69,1
7573.399,15710554.0,580.34344,0,2,28.0,3.366192,0.0,1.0,1,1,145293.86,1
8935.502,15602054.0,627.9246,0,0,37.0,5.0,126266.44,2.0,0,1,174016.11,1
7383.2466,15568195.0,708.07574,0,0,34.0,6.0,0.0,2.0,1,1,54363.957,0
3539.2363,15590636.0,678.0877,0,0,40.0,6.0,0.0,2.0,0,1,84054.13,1
6057.5747,15571609.0,643.522,0,1,29.0,1.0,112810.414,2.0,1,1,74879.77,1
7042.486,15645614.0,671.6707,0,2,46.0,6.0,127308.0,1.0,0,1,106896.76,0
4390.8013,15786223.0,786.193,0,1,50.0,2.0,142654.84,2.0,0,1,167188.03,1
9747.553,15794341.0,540.8223,0,0,28.0,2.0,113954.0,1.0,1,1,129657.305,1
6787.7046,15640886.0,571.87646,0,2,41.0,4.0,0.0,2.0,1,1,36738.082,0
7126.5093,15735733.0,582.49805,1,0,41.0,0.0,95625.39,1.0,0,1,169121.97,0
1178.5997,15634056.0,585.8722,1,0,30.0,9.0,117191.08,1.0,1,1,114720.64,0
8721.4,15670973.0,573.9577,0,0,26.0,4.0,140390.75,1.0,1,1,25547.646,1
1363.8375,15811929.0,624.75555,1,1,46.0,2.0,119065.34,1.0,1,1,172319.84,0
4524.101,15765591.0,542.044,0,0,40.0,4.0,0.0,2.0,0,1,80574.01,0
9395.682,15669549.0,581.1656,1,0,40.0,9.0,50036.45,1.0,0,1,174492.36,1
1253.2891,15580230.0,646.9675,0,2,29.0,7.0,0.0,2.0,1,0,122686.41,0
4309.366,15640185.0,766.34644,0,0,34.0,3.8445814,127567.69,1.0,1,1,165260.48,0
1991.1791,15723907.0,557.78516,0,0,31.0,7.0,0.0,2.0,1,1,10696.926,1
1327.8438,15583941.0,500.87354,0,0,35.0,7.0,79186.4,1.0,1,0,122953.49,1
405.48706,15636351.0,667.0,0,0,47.0,4.0,0.0,2.0,0,1,179068.81,0
1781.6173,15660891.0,770.6748,0,1,20.68619,8.0,89075.21,2.0,1,1,74966.28,1
8908.785,15585042.0,755.4045,0,2,32.0,8.0,72999.61,2.0,1,1,29113.764,1
7975.0674,15682984.0,766.92896,1,1,56.0,6.0,127502.07,1.0,0,0,6368.372,1
7856.7314,15762705.0,645.49634,0,0,41.91216,2.0,95218.99,2.0,1,1,189372.78,0
8064.583,15599809.0,806.52893,0,1,60.0,3.0,147161.2,1.0,0,1,79947.1,1
6123.248,15723615.0,714.7937,0,1,29.0,1.0,128870.76,2.0,1,0,144296.64,1
9841.5625,15760266.0,823.231,0,2,29.0,9.0,98080.33,2.0,1,1,92828.164,0
5187.6646,15723346.0,605.04126,0,0,59.0,9.0,0.0,2.0,1,1,177529.44,1
6750.628,15644314.0,761.35364,0,2,36.0,9.0,123758.945,1.0,1,1,91083.34,1
995.83826,15580563.0,539.7222,0,1,44.0,2.0,137846.83,2.0,0,1,115995.86,1
1834.2228,15577196.0,716.6687,0,0,36.0,5.0,137087.78,1.0,1,1,64860.21,0
8194.216,15605112.0,579.2034,0,0,35.0,1.0,146224.27,1.0,1,0,53016.67,0
8188.6416,15585891.0,680.2694,0,0,27.0,0.0,133934.27,1.0,0,1,151190.19,0
2381.8774,15668680.0,689.2988,1,2,40.0,5.0,0.0,1.0,1,0,93410.76,0
6562.172,15668409.0,640.0,0,2,29.0,6.0,0.0,1.0,0,1,181292.8,0
515.9622,15671694.0,797.0793,1,1,53.0,7.0,155351.84,1.0,1,0,31695.148,1
8376.247,15748156.0,430.51334,0,0,43.0,7.0,138217.23,2.0,1,1,171820.45,0
5808.6494,15708023.0,658.86664,0,2,29.036152,6.0,110171.48,1.0,0,0,108658.516,1
2829.1792,15617512.0,650.0,0,0,35.445786,5.0,177951.42,1.0,1,0,150238.95,1
572.5268,15751033.0,705.38855,0,1,34.0,8.0,76781.6,1.0,1,0,158994.06,1
236.6215,15576532.0,645.0,0,0,48.0,6.0,0.0,2.0,0,1,195959.36,1
4786.737,15809334.0,466.20306,1,0,46.0,2.0,0.0,1.0,1,0,94885.4,0
5384.5366,15669452.0,644.9504,0,0,38.0,3.0,0.0,2.0,1,1,55407.207,1
3093.1467,15594231.0,613.55725,0,2,47.0,4.0,115721.38,1.0,0,1,176667.3,0
9357.022,15746871.0,478.8422,0,0,39.0,6.0,121560.86,1.0,0,1,70477.0,0
8525.605,15797597.0,598.61847,0,0,29.0,3.0,0.0,2.0,0,0,184990.03,1
9200.397,15735420.0,799.77783,0,2,39.0,1.0,0.0,2.0,0,1,52264.3,0
6441.82,15810200.0,593.8126,0,0,36.0,6.0,143583.75,1.0,1,1,184621.33,1
8364.058,15656658.0,555.85065,0,2,20.545574,7.867645,122655.76,1.0,0,1,137629.23,1
2800.4802,15691232.0,430.96887,1,1,50.0,10.0,137618.42,1.0,0,1,132374.28,0
8345.251,15675912.0,544.9029,0,0,36.0,3.0,0.0,1.0,1,0,123549.66,0
2266.1294,15643206.0,773.3382,0,2,38.0,3.0,98578.14,1.0,1,1,193066.11,0
6233.462,15622948.0,748.3533,0,0,24.246199,8.0,0.0,2.0,0,1,138329.25,1
2346.4658,15693661.0,705.0,0,0,33.0,3.0,0.0,1.0,1,0,53043.945,0
404.57376,15749048.0,549.7934,0,2,34.0,5.0,0.0,2.0,0,1,50178.797,0
2113.2625,15744707.0,629.37354,0,0,37.0,5.0,138783.27,2.0,0,1,199860.1,0
8478.416,15602748.0,669.8831,0,2,33.0,1.0,0.0,2.0,1,1,16163.837,1
9145.956,15739155.0,765.7592,1,0,49.0,1.0,0.0,1.0,1,1,179798.22,0
6500.279,15698733.0,502.33322,0,1,42.0,7.0,121010.38,2.0,0,1,183653.97,1
7178.4873,15720743.0,551.587,0,2,31.0,5.0,122211.6,1.0,0,0,53054.426,1
828.87256,15740572.0,646.4893,0,0,40.0,4.0,80137.36,1.0,1,1,180737.08,1
443.50327,15779720.0,710.01776,0,2,38.0,8.0,87961.81,1.0,0,1,129028.09,0
2746.6372,15658634.0,654.4148,0,0,18.245811,1.4254452,105875.75,1.0,0,1,131089.44,1
3464.6123,15689462.0,790.79675,0,1,36.0,4.0,124082.17,1.0,1,0,134838.83,0
3172.4922,15801030.0,733.5567,0,2,38.0,4.0,126359.78,2.0,0,0,53980.562,1
4910.622,15704802.0,620.27435,0,0,28.0,5.0,93794.375,2.0,0,1,90990.42,0
8348.957,15640491.0,780.7165,0,0,44.0,2.0,0.0,2.0,1,1,92900.76,1
279.80634,15796179.0,459.7399,0,1,41.0,3.0,141944.17,1.0,1,0,171241.84,0
6884.6753,15624956.0,746.73883,0,0,24.0,6.0,0.0,2.0,1,1,189563.58,0
7016.9478,15641437.0,723.9607,0,2,47.0,1.0,120843.02,2.0,0,0,199582.77,0
7576.8657,15789993.0,661.6688,0,2,36.0,1.0,0.0,2.0,0,0,198097.4,1
7918.413,15622333.0,452.62622,1,0,64.401024,2.0,0.0,1.0,0,0,190776.8,0
6081.5454,15789176.0,475.7198,0,2,18.3002,1.0,102283.54,1.0,1,1,103960.375,0
8231.82,15698400.0,810.3712,0,2,31.0,2.0,0.0,2.0,0,0,72873.86,0
1739.75,15609853.0,593.6307,0,0,36.35103,7.0,152006.2,2.0,0,1,178374.1,0
7109.286,15568406.0,681.19226,0,1,36.129665,3.0,113773.625,1.0,1,1,156966.5,1
6054.027,15763813.0,594.875,0,0,41.0,9.0,156835.05,1.0,0,1,160096.69,0
8712.671,15587479.0,729.69464,1,1,50.0,9.0,130075.52,1.0,1,1,158005.45,1
6730.4775,15752178.0,617.08057,0,0,30.0,10.0,108678.86,2.0,1,1,110601.82,1
7020.6406,15799531.0,730.7771,0,0,65.57663,0.0,110151.75,2.0,0,0,27255.318,1
687.6666,15622181.0,713.3421,0,0,35.0,4.0,158627.33,1.0,1,0,181172.28,1
3239.233,15778032.0,698.4814,0,1,36.0,9.0,98602.92,1.0,0,1,195355.31,0
9412.326,15576038.0,554.8821,0,2,42.0,9.0,141960.53,2.0,1,1,86456.22,0
4752.7695,15787465.0,545.7147,0,2,42.0,6.0,0.0,3.0,0,1,83024.52,0
5077.9756,15742897.0,720.3478,0,2,40.0,6.0,0.0,2.0,1,1,138716.64,1
2721.7583,15574596.0,740.6468,0,0,33.0,7.0,125723.52,2.0,0,0,192539.27,1
3544.556,15784065.0,790.13855,0,2,75.462204,6.0,125256.52,1.0,0,0,58122.766,1
7534.0454,15724314.0,636.41693,0,0,37.0,6.0,106090.17,1.0,0,0,69174.734,1
2176.4436,15588206.0,523.4906,0,1,41.0,3.0,81383.72,2.0,1,0,22614.36,0
4353.96,15600860.0,638.02484,0,2,28.0,4.0,0.0,2.0,0,1,107628.69,0
6964.72,15579950.0,576.0569,0,2,54.379986,5.0,107029.09,1.0,1,1,34546.453,1
52.895542,15718384.0,651.1705,0,0,38.0,2.0,143869.9,2.0,1,1,168577.75,0
5914.508,15661703.0,696.88934,0,0,26.0,2.0,154195.86,2.0,0,1,57603.9,1
1112.8602,15636032.0,497.8785,0,0,19.130358,1.0,0.0,2.0,0,1,33610.773,0
6548.8555,15781144.0,550.41986,0,1,30.0,7.0,141785.97,2.0,1,0,105781.195,0
3047.1895,15808448.0,435.41336,1,1,40.0,5.0,116090.94,1.0,0,0,172665.81,0
9271.818,15603729.0,755.94635,0,2,37.0,5.0,0.0,2.0,0,1,94385.51,1
3546.9443,15637106.0,850.0,0,2,28.0,5.0,0.0,2.0,0,1,78896.875,1
7406.314,15706766.0,751.08563,0,0,18.000246,8.0,0.0,2.0,1,1,188594.23,1
9445.628,15763758.0,637.0529,0,1,31.0,5.0,81805.79,1.0,1,1,188848.92,1
7521.0063,15590978.0,626.4618,0,0,21.0,5.0,0.0,2.0,1,0,144944.62,0
6039.768,15781474.0,706.1835,0,0,38.0,2.0,44624.527,2.0,1,1,176703.33,1
5955.47,15776126.0,615.4295,0,0,36.0,8.0,129492.67,1.0,1,0,27967.516,0
3843.4893,15681831.0,535.7756,0,0,34.0,7.0,111197.86,1.0,1,1,92591.79,1
892.8501,15681880.0,449.60263,0,1,37.0,4.0,169664.86,1.0,1,0,120169.56,0
8807.504,15567980.0,817.8195,0,2,33.064224,7.0,71415.12,2.0,1,1,182753.33,0
228.15575,15733913.0,683.28107,1,0,24.0,4.0,0.0,2.0,1,0,80317.69,1
1109.1605,15646451.0,647.9505,0,2,33.0,8.0,83606.59,1.0,1,1,21591.984,1
7225.2676,15709554.0,776.0013,0,0,42.0,1.0,0.0,1.0,0,1,66028.555,1
6994.524,15668395.0,644.98065,0,0,38.0,4.642945,73829.65,2.0,0,1,44199.445,0
4014.573,15764439.0,714.7105,0,1,40.0,6.0,141573.55,2.0,1,1,36064.883,1
9574.611,15678399.0,850.0,0,0,39.15271,3.0,0.0,2.0,0,1,50071.566,0
2421.5757,15707852.0,498.67587,0,0,51.0,3.0,0.0,1.0,1,1,81028.57,1
2143.5144,15655476.0,628.6829,1,2,45.1361,9.0,183977.16,1.0,0,1,152284.89,0
8480.972,15750574.0,605.0236,0,0,27.0,4.0,111271.79,1.0,1,1,101294.6,0
694.5842,15589838.0,627.98004,0,1,46.0,6.0,155169.52,1.0,0,0,199196.84,1
5383.168,15643038.0,674.5536,0,1,42.0,8.0,89694.69,2.0,0,1,39984.35,0
1679.9948,15611776.0,467.30746,0,1,32.0,6.0,159810.61,1.0,1,1,64693.973,0
9116.021,15575368.0,760.6061,0,1,26.511425,4.0,87581.6,1.0,0,1,75260.41,0
3100.355,15803206.0,673.5243,0,1,37.0,7.37795,101682.91,2.0,1,0,84591.336,1
7156.787,15711334.0,678.2233,0,1,47.0,6.0,83898.28,2.0,0,0,189799.94,1
3447.4717,15800031.0,656.90076,0,1,48.0,3.0,123367.34,2.0,0,1,163455.88,1
5780.6626,15764115.0,703.85626,0,2,24.0,4.0,134804.36,2.0,0,1,134859.45,0
4969.5146,15604355.0,758.3072,0,0,28.0,7.0,0.0,2.0,0,0,137699.47,0
3315.8943,15775812.0,731.4167,0,2,40.388103,6.0,141822.03,2.0,0,1,120263.79,0
2563.907,15571997.0,522.84454,1,0,47.0,7.0,105078.664,2.0,1,1,187623.95,0
378.07675,15799551.0,713.6726,0,0,48.0,6.0,76528.99,1.0,1,0,98574.125,1
1870.2346,15697078.0,694.0728,0,0,32.0,2.0,0.0,2.0,1,1,134946.11,0
6022.3286,15715461.0,597.3492,0,0,39.94236,9.0,0.0,2.0,1,1,5991.2886,1
5881.226,15664972.0,506.60153,0,1,22.167454,9.0,176553.36,1.0,0,1,113295.94,0
4911.977,15569961.0,695.76556,0,0,42.0,6.0,160748.12,1.0,0,1,126298.57,1
1218.1292,15776184.0,705.0311,1,2,55.0,3.0,108165.56,1.0,1,1,94401.09,0
9640.305,15725415.0,655.0,0,1,31.0,8.0,129871.43,1.0,0,1,164350.19,1
7124.5,15624170.0,592.3442,0,2,37.0,8.0,142972.67,1.0,1,0,160474.27,1
8758.043,15610954.0,520.71735,0,0,33.0,3.0,0.0,2.0,1,0,26316.316,1
4834.399,15595394.0,743.84534,0,0,59.0,7.0,0.0,2.0,1,1,154958.36,1
8498.493,15593981.0,701.02844,1,0,42.0,1.0,116737.21,3.0,1,1,142625.62,0
5425.959,15609855.0,736.43036,0,2,30.0,8.0,0.0,1.0,1,1,55309.547,1
208.188,15722713.0,646.97833,1,0,59.11252,7.0,0.0,1.0,0,0,1357.4185,1
5570.2705,15679493.0,498.37906,1,2,44.0,3.0,0.0,1.0,0,1,35034.91,1
5895.6494,15623191.0,621.3612,0,2,24.0,8.0,0.0,1.0,0,1,150043.22,1
2545.6,15591415.0,651.03784,0,0,53.292053,5.0,0.0,2.0,1,1,45589.848,1
8540.636,15633846.0,642.2527,0,0,34.0,10.0,0.0,2.0,1,1,38279.23,0
9332.958,15801985.0,685.07416,0,2,33.0,2.0,0.0,2.0,1,0,96713.82,0
4709.716,15577176.0,803.9284,1,1,55.020557,8.0,121765.03,1.0,0,1,169999.83,0
4778.427,15608101.0,733.40607,0,2,36.0,8.0,83622.04,1.0,1,0,103631.734,1
4659.4473,15665495.0,699.67004,0,0,55.0,2.0,98990.71,1.0,0,1,24137.584,0
4238.124,15735041.0,713.44763,0,0,34.0,1.0,0.0,2.0,1,1,168662.97,1
9014.277,15595920.0,659.5946,0,1,57.84728,8.0,128926.86,1.0,1,1,31196.29,0
7550.554,15769371.0,680.2044,0,2,34.0,7.9201593,124068.086,1.0,0,1,130813.7,0
9562.3545,15567901.0,576.29926,0,0,39.0,2.0,0.0,1.0,1,1,141521.89,1
6469.128,15763005.0,702.7419,0,0,35.0,6.0,0.0,2.0,1,1,107163.336,1
9983.867,15580805.0,584.8555,0,2,67.320595,2.0,164196.69,1.0,1,1,35822.02,1
2644.712,15578050.0,672.1553,0,2,51.14239,3.0,0.0,2.0,1,1,134488.1,1
6302.387,15674503.0,748.1696,0,1,27.0,7.0,83440.9,1.0,1,1,50100.902,1
2411.8413,15769212.0,667.1906,0,2,81.652405,8.0,122002.805,1.0,1,0,195150.69,1
7052.61,15673981.0,711.4013,1,2,36.0,5.0,93878.79,1.0,1,1,170782.36,1
1490.8969,15747266.0,663.3024,0,1,38.0,9.0,147942.36,1.0,0,1,26768.664,0
8174.439,15581641.0,645.7509,0,2,38.0,7.0,135692.12,2.0,0,0,91446.164,0
2301.743,15733050.0,433.29898,1,1,32.0,8.0,109648.586,2.0,0,1,171999.88,0
1958.5615,15695179.0,630.4968,0,2,38.0,1.0,156519.6,1.0,1,1,140905.97,1
4409.0327,15810668.0,621.6357,0,0,29.0,3.0,103642.73,2.0,1,1,3132.2397,0
8291.723,15649272.0,689.0813,0,1,40.208797,4.0,118181.65,1.0,1,1,145508.14,0
3154.121,15773337.0,682.7024,0,1,45.0,3.0,115661.7,1.0,0,1,51971.984,1
5534.5806,15622475.0,586.0037,0,2,40.0,9.017927,0.0,2.0,1,0,151866.1,1
7297.571,15577928.0,664.1316,0,0,31.0,10.0,0.0,2.0,0,0,139795.78,1
9462.487,15681238.0,583.0798,0,2,45.0,8.0,0.0,2.0,1,1,33738.16,0
1966.7838,15768051.0,582.96765,0,0,58.77248,6.0,83925.79,1.0,0,1,31136.736,0
8196.093,15699065.0,672.45996,0,0,62.0,3.0,70416.95,2.0,1,1,5596.4907,1
