longitude,latitude
-120.20259,35.306484
-119.13339,34.961876
-118.50448,34.226337
-117.07094,32.604286
-120.769196,35.12585
-117.92,33.765102
-117.86583,33.504475
-118.08,34.08
-122.01922,37.07276
-117.06188,32.650112
-121.92642,37.32458
-122.37096,37.41396
-119.00329,35.40879
-122.32,37.75
-118.33,34.17
-117.03689,34.244957
-122.28,37.94
-118.35,34.17
-117.267845,34.03
-122.05,41.01646
-119.73078,34.465763
-120.090034,36.80674
-121.6093,37.856525
-116.8156,32.8
-117.21257,32.83738
-118.29,34.0
-121.42356,39.073536
-117.82396,33.9
-118.464035,34.2
-121.89346,36.636257
-117.02875,33.763474
-117.73869,33.54813
-122.14,37.9
-122.10218,38.01
-117.3413,33.881092
-118.33,33.9
-122.25,37.871407
-117.693726,34.08
-117.62365,33.4582
-119.70123,34.2482
-119.89304,36.692066
-123.611374,41.153374
-119.31877,34.210182
-119.77539,36.763447
-119.73662,34.33739
-119.9706,36.761837
-117.288994,33.105816
-122.271355,37.836563
-121.33848,38.521328
-117.70569,33.65
-118.47953,34.04
-120.98532,38.85709
-122.04,37.141838
-121.78206,38.72871
-117.19822,32.802673
-122.13001,38.57014
-120.643936,39.46059
-120.68667,37.02106
-117.93749,33.75
-120.43496,36.970314
-120.93044,38.964695
-118.6991,34.287453
-118.459694,34.06
-118.70705,34.12
-118.06154,33.89
-122.20916,37.76
-117.316536,34.1
-118.31,34.28
-118.07,34.06
-117.12,32.99376
-122.12008,37.67
-121.28863,39.04581
-118.28,34.0
-118.21,33.97
-117.85571,33.580864
-120.71266,39.080254
-120.05126,37.100517
-118.25,36.342392
-117.14,33.012802
-121.17361,37.732445
-122.14,37.74321
-119.0561,34.165802
-118.44,34.05
-122.29,38.431217
-117.2638,34.12
-117.93443,33.57596
-120.5426,37.40095
-119.85473,36.79433
-119.60232,34.35836
-121.96,37.372166
-117.06347,32.817066
-118.39625,34.2
-118.66549,35.48933
-122.055214,37.918407
-118.42,34.08
-118.12,33.853306
-121.924355,37.33
-118.262955,34.07
-118.429,34.021435
-118.43689,33.97
-118.02029,33.9
-118.19,34.08
-119.7984,36.852528
-121.83835,40.552944
-118.483185,34.05
-118.43956,33.96
-118.11,33.989975
-117.281654,33.042862
-122.32042,37.690853
-120.69681,39.13606
-118.11,34.055912
-122.3,37.950565
-118.29,33.956966
-122.28025,37.435665
-122.42,37.77
-121.89443,37.319405
-116.33793,34.04
-119.02409,34.247215
-117.96464,33.82
-121.96399,36.95941
-121.29,40.605965
-121.937546,37.12811
-120.50504,37.74009
-118.21775,33.93
-118.36843,33.96
-117.12344,32.75
-123.09406,41.932007
-117.24,33.213074
-122.07461,37.76
-122.359436,37.60916
-118.308846,34.003815
-122.28024,38.68
-122.662674,38.37247
-120.36343,37.35
-122.534065,37.71
-118.23,33.90303
-118.27,34.14
-120.981804,37.35
-118.45,34.08
-121.959915,37.521053
-122.50039,38.342934
-122.095245,37.27322
-121.76725,38.191998
-122.41074,37.871685
-118.31,34.0
-118.20526,34.16
-121.0483,37.25917
-119.78971,34.27
-121.90748,37.318104
-118.26936,33.83227
-120.6071,35.835186
-122.10803,37.77
-118.25,34.11
-118.31,33.992645
-116.96652,32.837997
-118.43,34.01
-118.25,33.95178
-122.24825,37.847504
-121.89379,37.79
-117.88,33.92
-119.27498,36.47945
-118.658875,34.27
-122.357735,37.50715
-117.81,33.639534
-118.60179,34.195663
-118.09,33.97
-119.310844,36.340458
-117.998474,33.79
-118.27,33.975227
-122.02,37.31
-117.97,34.1
-116.150894,33.573307
-118.35,33.97
-117.85,33.658077
-122.51499,37.68
-118.453896,34.11
-121.51646,38.01
-118.33,33.932407
-121.543236,38.757267
-118.25,33.89
-121.82319,36.750225
-117.71785,33.66758
-122.73541,38.48744
-118.27,34.0
-116.922646,32.78
-121.99,37.647278
-122.68472,38.457516
-121.720695,36.164783
-117.97,33.850475
-118.27,33.86
-117.71,34.18
-121.65121,38.038116
-117.66486,34.08
-117.08309,33.180832
-122.19,37.92391
-120.28441,37.242035
-121.78573,37.27
-118.4571,34.22
-121.82192,37.72
-122.28905,37.753914
-122.14277,38.032276
-118.44,33.89061
-118.448784,34.26
-117.15068,32.813522
-121.93323,37.308887
-117.00448,33.84
-122.46,37.8
-119.65153,36.34473
-117.944626,33.837593
-122.42,37.98
-118.27,34.02
-118.47,34.17
-119.02432,35.681538
-116.85324,33.675045
-118.03,33.9
-122.043106,37.85
-118.48658,33.97
-122.02,37.75
-118.56364,34.09
-124.24777,41.739532
-119.213745,34.11
-117.10256,32.94814
-122.41,37.56385
-122.43,37.74
-117.76636,33.67874
-117.05,32.826813
-121.87,37.326775
-121.87,37.22335
-118.1984,34.15
-121.978836,37.255333
-122.92237,38.75081
-118.4,34.212307
-119.88543,36.967712
-122.915,38.68
-120.41909,37.06254
-122.30781,37.68
-121.92812,37.266182
-121.85582,37.272984
-117.420494,34.05
-118.34835,34.12
-121.34,38.09152
-118.37256,34.07
-119.125786,36.346485
-118.14,34.06
-118.34,34.05
-117.3771,33.94
-117.823204,33.60749
-118.26,33.93
-120.43609,37.104645
-119.73706,34.392136
-121.29815,38.649563
-118.40493,34.22
-117.377426,33.87
-115.54553,35.416164
-118.50817,34.938778
-118.39,33.980896
-118.2245,33.91
-118.41,33.95
-122.44,37.77
-122.30227,37.982822
-118.25,34.05
-117.94955,33.73504
-118.477486,34.181866
-117.6989,33.73
-119.44232,34.32199
-122.060135,38.032955
-118.01,33.83
-119.29813,36.272476
-122.47,37.895386
-121.125114,38.687443
-119.71298,34.25215
-117.14343,32.695763
-118.38,34.08
-120.430626,37.00635
-121.15893,36.935722
-120.16005,34.43815
-121.37724,35.69258
-123.42525,40.9135
-118.45,34.110126
-121.32058,38.699474
-121.0315,39.099243
-117.25,34.05
-122.215775,37.360924
-121.19241,38.57887
-118.5257,34.25183
-122.70117,38.27895
-122.44,37.8
-121.91676,37.23967
-120.10667,36.976147
-121.43,38.68
-121.92,38.10599
-118.23,34.09
-122.02,37.36696
-118.08,33.93
-122.11187,37.79
-118.1,34.05155
-117.927216,33.94
-119.7628,36.636635
-116.99621,32.981064
-119.66839,40.57841
-118.127525,34.04
-118.26,34.094322
-119.47343,34.26816
-122.42,37.85
-122.02,37.51251
-118.23432,34.005493
-122.163086,37.81
-117.18066,32.74
-117.07328,32.73
-116.33364,33.77
-122.41,37.839016
-117.08,32.686478
-121.60319,36.549583
-117.93422,33.94
-118.343575,34.002365
-118.42554,33.96
-116.462746,33.87
-122.4007,37.74506
-117.14,34.12719
-122.02,38.03
-115.53948,32.79
-118.55992,34.035583
-123.93679,40.752655
-122.47,38.40274
-117.61162,34.07
-117.64231,33.18915
-118.32,33.79
-121.96,37.67462
-119.19883,35.314716
-119.65316,36.74271
-118.27,33.81
-118.46,34.12
-121.94,37.34473
-117.98,33.98
-122.52828,38.049828
-118.49,34.04
-121.93875,37.40867
-118.787155,34.231113
-122.392136,37.72
-122.73187,38.422794
-118.34,33.81
-121.23206,38.873093
-117.25658,32.932304
-122.26,37.81
-119.19012,36.4981
-118.37,33.86
-117.88665,33.793324
-117.21059,32.86118
-122.43,37.63181
-117.54356,33.9
-117.06,32.593586
-124.11925,40.75543
-123.05806,39.51368
-122.327385,38.334255
-122.42,37.969234
-121.84,37.97333
-121.51031,38.526115
-121.430275,38.90779
-122.27897,37.44432
-121.29652,37.76
-118.29,33.91
-118.19,33.849575
-117.91,33.75
-118.0244,34.0
-118.29,33.79
-118.654976,34.335884
-122.2087,38.0
-122.1023,37.245483
-118.37,33.94
-117.298645,34.15
-118.37,34.16
-117.99,33.830723
-122.08546,37.60621
-122.05,37.85
-120.31284,35.25241
-121.904724,37.32
-120.625984,37.410664
-117.99,34.0
-118.08,34.03761
-121.29168,39.120876
-121.1897,37.96
-118.58905,34.17
-117.9534,33.83416
-122.46325,37.76
-118.3,34.13
-119.7038,37.08598
-121.45326,40.46879
-121.34216,38.375828
-117.838104,33.63365
-115.53508,34.15
-118.16,34.00923
-118.29,33.97
-117.59774,33.067688
-121.51469,38.554596
-118.11,33.84
-118.4217,33.8
-122.23,37.76
-119.70389,36.219433
-116.97623,32.782818
-122.43,37.960293
-117.97299,34.07
-118.44395,34.262318
-118.36484,34.21
-122.42,37.65483
-122.3403,38.009155
-123.210976,39.140316
-118.3,34.09
-121.00094,37.8
-122.1,37.936253
-118.21,33.81
-118.09,33.86
-118.28,34.04
-117.25,32.852932
-116.97318,34.442535
-119.08512,35.350773
-117.95282,34.037144
-121.95448,39.110046
-118.08,34.07
-119.285866,34.21335
-121.959366,38.503853
-122.82602,38.35882
-118.31,33.834064
-120.7065,37.38
-117.229225,32.87187
-117.12992,32.74171
-116.975914,32.7994
-121.29,37.98
-122.259514,37.8
-118.35,34.03
-117.720695,34.0
-122.12,37.727695
-117.9,33.86
-121.20652,36.703156
-122.44,37.88
-118.06,34.129593
-120.43523,37.27
-121.91,36.992558
-118.24,34.210545
-117.09,32.745888
-122.26,37.35198
-122.27,37.97199
-122.45068,38.631577
-118.18,33.85
-122.11134,37.90001
-117.92799,33.75
-118.92116,34.17
-117.61095,33.6959
-122.44211,37.99833
-117.08,32.641273
-122.18765,37.668087
-121.879005,37.241497
-118.44006,33.93
-122.22,37.9
-117.25,34.12387
-118.28,33.99488
-118.29,34.16
-123.94052,39.885025
-118.39,34.06
-120.86727,38.926086
-118.36464,33.86
-116.77404,33.212574
-118.27275,34.294167
-120.84213,37.543312
-117.31729,33.97
-122.333374,37.68
-119.93664,36.95812
-121.93,37.315643
-120.2479,36.794502
-119.55138,36.226955
-118.24,34.02
-121.27669,38.610752
-118.28938,34.00921
-117.96428,33.86
-118.43,33.89
-122.191444,38.015934
-118.16,34.02
-117.86229,34.13754
-117.09747,32.658134
-120.94661,37.66561
-118.5242,34.2
-118.1,33.817394
-117.94215,33.8
-121.27134,38.19271
-119.744865,35.13552
-117.36815,34.13
-122.05168,40.77877
-122.0001,38.61682
-120.41856,35.15746
-118.514206,34.2
-118.27,34.210026
-121.45217,38.3581
-117.254234,34.96065
-117.98,33.664383
-117.28,34.19757
-117.10446,32.73
-117.14,32.815723
-118.16,34.06
-122.49,37.99
-122.665146,38.0
-118.0825,33.89
-121.14187,37.96
-118.12,33.738194
-118.04,33.86
-122.64779,38.32395
-120.71967,37.856644
-124.14816,41.772556
-118.27693,33.98
-118.02,33.73
-117.93,33.75
-118.34,34.207024
-117.08,32.60281
-121.8887,37.34301
-117.25,34.15
-120.45427,37.311096
-117.95,33.816757
-120.838036,37.46687
-118.661064,34.257046
-117.89,33.77
-122.44,40.64025
-116.67327,32.796295
-116.94352,33.85
-124.10736,40.451473
-118.19,34.02
-122.18706,37.746433
-117.01026,32.9498
-117.82892,33.596004
-121.799934,37.99
-116.97526,32.9222
-118.04,33.91
-118.44,34.284065
-118.29,33.886913
-122.500854,37.878883
-119.85199,36.772808
-121.97851,37.38
-118.14024,34.70305
-121.95949,37.26385
-118.06,34.1
-120.89873,38.72152
-118.2,34.06
-117.56041,34.04649
-117.96,34.16
-122.005936,37.31
-117.87495,33.93668
-121.20548,35.260563
-122.451675,37.79
-117.06984,32.986874
-117.88636,33.227543
-117.36229,33.077763
-118.40135,33.88
-121.43,36.636
-116.65461,32.757225
-122.48,37.77
-118.44838,33.916477
-121.93157,37.35
-118.30608,34.02
-117.10943,34.22
-117.25317,34.135296
-121.53336,37.179985
-121.92646,37.65284
-117.340965,33.075523
-118.13,34.01
-118.32,33.8884
-121.34,36.527885
-118.18,33.79
-121.053856,37.37524
-117.254974,33.543472
-122.24172,37.77
-122.844055,38.620216
-122.14765,37.83162
-122.41,37.77
-122.55306,38.61189
-121.30894,38.638012
-117.14239,32.74
-121.035355,37.63241
-119.81154,36.789803
-122.33401,37.68
-116.94445,33.9
-121.95209,37.271927
-118.27931,33.9
-119.95741,36.715935
-118.25904,33.94
-117.49925,34.08
-117.6641,33.97
-118.29,33.93
-117.68065,34.08
-121.84313,39.02851
-117.08,32.59316
-122.13222,37.61487
-121.894325,37.11439
-118.31,34.085945
-117.91115,33.71
-115.55045,32.78
-120.430824,38.36021
-118.371544,34.242947
-117.178154,32.8
-117.022934,32.69362
-122.62788,38.117813
-118.30983,34.14
-119.757256,34.47695
-118.19103,34.004864
-124.123024,41.05787
-120.839806,37.31743
-122.0,37.12436
-121.9778,37.024967
-117.2616,32.953133
-118.3,34.06
-119.63386,34.43
-122.46,37.68
-117.07,32.75046
-119.173386,35.399284
-115.99002,32.831547
-118.19,34.1
-117.82141,34.08
-117.93,33.77
-122.1,37.73
-121.97086,36.829094
-121.02762,38.57
-119.72284,36.54327
-120.43833,36.963337
-122.31333,37.94
-122.11916,38.42292
-122.45,37.78
-117.218796,33.08485
-118.28299,34.0
-117.15,34.17
-121.91,37.235603
-117.763275,34.18399
-116.5598,33.652218
-117.22832,34.15
-117.04011,32.545864
-121.36927,38.595024
-121.13757,38.106464
-118.23,34.2
-122.48023,37.665787
-118.129555,34.12
-122.14,37.71197
-121.158844,38.198814
-119.67567,36.580708
-121.80451,37.316257
-117.87,33.586235
-122.41,37.88299
-121.279816,35.520454
-122.48,37.7726
-118.77595,34.22
-118.3,33.87
-118.118355,34.06
-122.12,37.2509
-118.07234,33.81
-117.18631,32.957966
-121.77865,38.310097
-117.50589,34.15
-117.167435,32.65787
-118.31172,33.98
-118.41653,34.2
-121.74392,37.30359
-118.01,33.89
-117.80755,33.83
-118.39,34.01
-118.25058,34.08
-122.947464,38.444023
-118.12,34.17
-117.37467,34.180412
-120.99789,38.925518
-118.37,34.15
-117.65,33.88
-121.37462,38.034214
-118.29,34.03
-117.54843,34.02138
-122.43,37.70622
-122.01,38.109837
-118.45,34.02
-121.91,36.88324
-117.84423,33.77
-121.28867,38.66919
-118.4,33.911526
-118.13908,34.05
-122.32823,37.5484
-118.03,35.83427
-122.25,37.76
-117.10509,32.748013
-117.68,33.96
-122.48,37.764
-118.87831,36.090443
-122.03,37.628544
-118.14826,33.93
-118.07,33.845875
-122.04,37.283447
-118.97725,35.308018
-122.04,37.52566
-121.811104,38.662704
-118.468735,34.203796
-121.93,37.61477
-120.59295,37.93
-117.12031,32.702045
-117.71,33.64121
-118.47,34.0
-121.92,37.283676
-121.79749,37.233723
-121.72663,38.73129
-118.31,34.21
-118.35,33.85
-121.24183,37.746315
-117.31,34.05
-121.34,36.621998
-117.1,32.67662
-118.28,33.91
-121.92325,38.57
-122.28,37.4
-121.83732,36.60247
-118.4,34.1
-121.88,38.49599
-117.97,33.78
-122.45,37.63115
-118.41,33.9
-118.4,34.08
-121.18799,38.081856
-118.41076,33.788494
-117.08012,32.82
-121.94,36.826588
-117.9,33.950035
-117.24441,32.79
-121.87,38.91593
-118.32,33.9
-117.87,33.56076
-119.38333,34.430885
-118.15936,34.207844
-121.84,36.677444
-118.23,33.8
-117.01835,32.757984
-116.48213,34.05
-122.863945,38.403313
-122.23451,40.769238
-118.09082,34.303604
-121.3407,38.450115
-122.08965,37.38639
-118.18,34.08
-118.24635,34.09
-121.770065,36.86984
-118.46895,34.02
-121.3088,38.71992
-117.03456,32.622612
-118.071526,34.07
-118.32289,33.95
-118.44,34.210003
-121.28078,37.97199
-117.15,34.19
-120.58715,38.295486
-124.14723,40.656727
-122.45,37.68735
-118.49728,34.32424
-117.97698,33.8
-116.37196,33.84
-121.211426,39.073483
-117.08,32.79001
-118.38,34.233433
-118.38,35.38112
-117.37736,33.6071
-119.44478,36.529404
-117.7774,33.67
-118.35602,34.07
-122.12245,37.79
-122.36759,37.74
-122.12,37.25623
-118.32822,33.92
-122.39656,37.56
-119.28907,34.279266
-119.06989,35.35418
-121.7332,37.04614
-117.98,33.8
-121.3,38.721554
-121.88,37.8
-119.03065,36.066643
-118.93844,34.15
-117.07,32.82
-118.2,34.15
-117.018524,32.709515
-121.43089,38.583233
-122.39216,37.62396
-122.30947,37.84917
-117.6767,33.606052
-121.345245,37.407017
-118.25,34.1
-118.16546,34.061188
-117.27542,33.94
-117.96,33.91795
-117.84364,33.59113
-118.03941,34.24
-122.353806,38.0
-118.12,33.96963
-122.38949,37.575897
-122.53623,37.85
-117.855675,33.83
-120.083565,38.25665
-120.36368,37.3
-118.48135,34.22
-122.47,37.94551
-122.47,37.853092
-118.14,34.0
-122.05,37.56
-117.85489,33.67
-117.25,32.779823
-117.7829,33.496098
-118.11,34.1
-121.97012,37.65717
-122.3231,37.61624
-117.11918,32.703613
-122.25794,37.88
-121.913925,37.319824
-118.00719,34.12
-119.14443,36.176807
-117.5859,34.08
-122.52122,38.35895
-118.2984,34.16
-118.17,33.89
-118.49,34.12
-118.99624,34.209282
-121.21228,36.607437
-122.003174,37.31342
-122.35766,37.66
-122.117615,38.314384
-123.08755,40.225136
-118.25,33.92
-118.48475,34.06
-116.977875,32.77154
-122.377045,38.0252
-118.18,33.85
-122.06,37.38
-118.13,33.75
-122.487366,37.94
-118.48844,34.06
-122.46,37.696938
-118.37646,34.08
-122.03703,37.748535
-118.46,34.08628
-118.41,33.99488
-118.34371,33.92
-122.41,37.59907
-118.4,34.09
-121.19413,37.716286
-117.97715,34.07
-122.43364,37.92238
-118.86776,34.23041
-122.22,38.46099
-118.08556,34.08
-117.87,33.79
-117.61551,33.72
-118.18,34.0
-118.32,34.02
-118.39,33.92
-122.80009,38.55
-121.92,37.27
-118.02,33.809155
-117.97658,34.12
-117.76778,33.684498
-122.16,37.56262
-117.26361,34.97536
-122.135826,37.81897
-121.458145,38.016113
-117.857666,33.77
-119.89665,36.641945
-117.97,33.852352
-121.234184,37.85
-117.22822,32.78
-120.01903,34.415478
-117.81,34.12
-122.55657,38.366245
-118.04,34.02
-122.42061,37.72
-118.35,33.88
-118.13,34.17
-119.20767,36.096275
-118.46941,34.15
-118.35,33.88
-117.70911,34.03
-118.29,33.86
-122.42835,37.76
-122.06957,37.95
-119.424126,36.198387
-118.041595,33.95
-118.18312,34.01982
-122.12861,37.79
-122.19,37.230335
-118.10919,33.816826
-117.73509,34.414963
-122.021675,37.335667
-118.26,34.15
-121.84,38.318554
-120.79057,36.77866
-118.23398,33.989353
-118.295654,33.92
-118.41,33.9
-118.16,34.19524
-117.659256,34.08
-117.95,33.95
-120.43136,36.894627
-119.847496,36.193886
-122.07846,37.64
-117.14,32.8
-118.09,33.82
-117.17207,34.43
-117.122284,33.10258
-117.09,34.410763
-122.43,37.74
-122.03895,37.27
-118.312584,34.19
-117.255516,32.75274
-122.37169,40.769707
-117.38625,34.02514
-122.16842,37.34
-117.15,32.709137
-117.24341,34.21
-118.22,34.12
-119.93571,36.721905
-118.44,34.15
-122.06,37.41837
-118.27964,34.0
-118.32,34.13
-118.39176,34.184746
-118.400986,33.86
-117.96,34.11
-117.23319,32.77571
-120.09809,37.401707
-117.88,33.1945
-117.37263,34.299126
-118.37,33.9
-121.76511,39.114304
-114.86618,32.73
-122.08,37.66
-121.96,37.38
-117.88,36.343098
-121.910034,37.307705
-121.31745,38.81485
-120.98443,39.14725
-117.91561,33.98
-122.210556,38.568806
-117.105316,32.757
-119.71627,38.804638
-117.329506,34.145313
-117.28,33.88
-118.2,33.989265
-117.61706,33.441326
-120.80321,38.97901
-117.25,32.841022
-117.94,33.72
-118.02,33.92
-122.191124,37.744877
-121.0438,37.78
-118.22,34.0
-121.73985,37.382336
-119.336754,34.15
-118.29303,34.08
-120.68269,37.311
-117.61627,34.02
-119.46269,34.19
-118.50837,34.045
-122.17484,37.85
-122.15099,40.78403
-119.400764,34.279354
-122.35128,37.90693
-121.449196,37.438625
-118.21,33.95192
-120.83362,37.67
-119.79197,38.9289
-118.44,34.40359
-117.14,32.834282
-118.7181,34.16
-121.91,37.005417
-121.87519,36.680237
-119.98082,36.544056
-119.18428,34.24
-117.07,32.78878
-120.084274,39.16625
-115.55778,33.411037
-118.29,34.0
-118.06341,34.228268
-117.15,32.79023
-122.06,37.260998
-117.1,32.673065
-118.28,34.131638
-122.11497,37.854206
-122.1,37.853424
-122.02395,37.34
-118.14,34.15
-117.19899,34.13
-121.915726,37.35
-118.19,34.06
-117.21,32.82867
-117.36214,34.400368
-118.2,33.9
-122.42,37.596214
-121.678825,38.66244
-118.44,34.210648
-122.010025,37.629734
-119.77927,36.77673
-122.550186,37.693024
-121.76507,38.009686
-121.66189,38.926517
-118.27847,33.83549
-118.49254,34.15
-122.43,37.766525
-117.94,34.04047
-118.19,33.89
-118.0728,33.99
-117.14,34.242023
-117.93,33.85
-118.12,33.95
-121.87,36.96602
-118.14,34.09
-123.25665,40.616516
-121.23483,37.521824
-122.395485,38.249817
-120.4361,37.269337
-119.952515,36.80719
-122.273575,37.93
-117.275085,33.9
-118.28,33.82
-118.08,34.1
-120.454895,36.97488
-118.35,33.93
-118.38,34.216305
-121.20731,38.587234
-117.66556,34.239212
-117.96506,33.67
-118.287094,33.84
-117.88168,34.1
-117.21,33.65
-118.37,33.77
-117.33752,33.96
-120.44553,36.812435
-117.1,32.74
-117.98,34.18
-118.06,33.87
-117.472786,34.06
-117.93233,34.12
-119.819756,34.234978
-117.33638,34.07
-117.616646,33.513065
-118.15185,33.77
-120.94309,37.47765
-117.379326,33.23163
-118.43479,34.19
-118.27,34.18
-122.16,37.78
-117.98,33.751698
-119.86831,36.724075
-121.84,36.976437
-117.87712,34.06923
-120.74503,35.283867
-122.0,37.12518
-118.8474,34.28118
-122.07,37.66786
-121.488686,38.3855
-119.49564,36.325447
-118.25,33.94
-122.41,37.79
-117.758255,34.1
-122.301704,37.519855
-122.43,37.796463
-117.15,32.78
-117.9804,34.1
-121.5676,39.506496
-117.14,32.793682
-120.84669,37.639034
-118.23,33.998028
-121.887764,38.912586
-117.08288,34.24074
-121.84,37.233154
-119.28377,36.08451
-116.9489,34.06
-122.25785,37.77
-117.61838,34.04
-119.79809,36.56959
-117.122894,34.1
-117.68,34.12
-117.93,33.84
-119.14063,35.84044
-121.88477,37.24385
-121.37071,37.917984
-117.87,34.16566
-122.47,37.694405
-121.84,37.08566
-122.25,37.69013
-117.1619,32.804054
-118.23,34.07
-117.9,33.72
-117.85,34.04984
-122.30208,37.906193
-118.166016,35.345226
-118.41,34.05
-122.1777,37.69766
-117.1,32.75
-117.25,34.07
-118.32,34.23
-117.15,32.764984
-118.21218,34.03
-117.35867,33.51522
-122.300316,38.347
-122.332085,37.97533
-119.48074,36.094822
-117.343185,33.6
-117.25203,34.13
-121.46585,39.16314
-116.236206,34.27
-122.442184,37.71
-118.12,34.17
-118.29,34.05
-117.99,34.1
-117.95,33.82
-116.95006,34.22
-118.12,34.07
-122.119514,37.674393
-118.25,34.04
-121.43,36.596245
-124.1609,40.873768
-119.34111,35.711575
-118.75198,34.22
-120.182365,36.801563
-117.37558,33.6677
-119.650566,36.55534
-120.69471,37.38
-122.085205,36.993958
-118.402405,34.08
-122.25,38.53909
-116.92291,32.8
-120.46451,34.686752
-121.941795,37.8
-121.24546,38.3586
-118.44341,33.97
-117.89338,34.1
-121.330246,38.08538
-119.72328,34.672764
-122.04,37.77
-117.03539,32.79
-117.76545,33.636753
-118.426834,34.0
-119.58192,35.434185
-117.99,33.76
-122.322815,37.69836
-118.20872,34.08
-122.6559,41.259933
-121.27823,38.82905
-118.36725,34.17
-118.3,34.09
-121.29571,39.511063
-121.93,37.27
-117.91,33.84
-121.96155,37.68
-122.134926,37.85
-118.31,34.09
-118.38,34.276127
-122.20475,37.34
-120.60472,37.51942
-118.38,34.15
-118.42,37.01493
-119.03639,34.28
-119.55707,36.751354
-117.02345,32.97974
-118.21,33.78
-118.26,34.0
-117.25933,33.94
-119.782104,36.09868
-118.376175,33.989895
-119.76717,37.283195
-118.98102,34.30159
-119.77761,36.832733
-121.85134,37.85701
-117.641,33.96
-122.11512,37.690777
-118.4047,34.17
-118.29,34.1
-120.753914,36.9624
-121.91,39.76393
-118.46118,34.06
-122.46,37.88
-117.43886,34.230145
-122.28,37.909286
-118.3,33.851784
-121.85358,37.01199
-119.794586,38.01
-123.00661,40.581245
-117.41445,34.19
-122.440186,37.76
-119.0369,36.328
-117.25,34.219463
-122.20363,37.761417
-115.43573,32.63521
-117.25,34.1
-119.204994,35.51436
-122.27,37.38
-122.38377,37.77
-116.99792,32.759155
-118.43856,33.94
-118.31,33.93
-121.137344,36.795277
-121.93,37.108326
-118.29,34.132515
-117.68,33.6396
-121.22734,37.95211
-117.34641,34.436516
-119.69918,36.655308
-118.45989,34.067566
-122.51629,38.55224
-120.857185,37.571198
-117.12,32.75
-118.953316,34.227127
-117.4847,34.17
-119.00513,34.15
-122.42,37.76
-117.80303,33.73
-121.33244,37.8
-117.35192,33.485806
-121.560425,38.57
-117.07481,32.67442
-118.29,33.85
-117.87,33.84
-117.31555,33.195477
-118.403885,33.939877
-117.455734,34.04
-118.35,34.192974
-118.486115,34.22
-122.04,37.937653
-120.69605,39.51739
-120.94132,37.3
-122.14,37.35
-118.45,34.282616
-118.05902,33.9
-122.695854,38.377354
-117.94208,34.16209
-117.69387,34.05
-117.91,33.67686
-122.01,37.56
-118.49,34.19
-118.18,33.863255
-120.54456,38.736794
-117.13977,33.068787
-122.37596,40.404114
-117.828384,33.65227
-122.382454,37.868893
-119.794075,37.238575
-115.41102,33.441387
-121.27251,38.184925
-118.16975,33.78354
